LAMBDA,FLUX,FERROR
8644.552,-1.1911115145841926e-18,7.558448078009967e-19
8645.548,-5.909133599240152e-19,6.436867028534998e-19
8646.76,-1.3282272011547602e-18,7.45213323812583e-19
8647.739,3.1324429352888697e-19,6.524164062159073e-19
8648.943000000001,-2.5637224448040607e-19,7.9988210448162495e-19
8649.907,-1.1423879759006026e-18,7.189851065383682e-19
8668.696,-1.5855499742928196e-18,7.156122052949366e-19
8669.694,-2.5030404872184257e-18,6.181218631196894e-19
8670.913,-7.84376247231516e-20,7.274480645284688e-19
8671.894,1.491418314188735e-19,6.306560224596139e-19
8673.105,-5.511848915615976e-19,7.615527633057768e-19
8674.07,-1.6751926194668032e-18,6.914031586616067e-19
8692.841999999999,-1.80532927056432e-18,7.054574662438446e-19
8693.84,-2.865901659495776e-18,6.022205056114272e-19
8695.065999999999,-6.961323399300589e-19,7.217714178002035e-19
8696.048,-9.203734207611343e-20,6.170548004437773e-19
8697.268,-4.417995220708871e-19,7.50287872639491e-19
8698.234,-1.3771990407666941e-18,6.632105328880731e-19
8716.985999999999,-1.71579695061773e-18,6.677133547651347e-19
8717.985999999999,-2.537833048840538e-18,5.771212554654325e-19
8719.22,4.510713899005108e-19,6.971967815614406e-19
8720.203000000001,-7.692518292289338e-19,5.7131870981866595e-19
8721.43,-1.334609537191589e-19,7.134513272528034e-19
8722.398000000001,-1.0766494964572326e-18,6.389623289957488e-19
8741.131,-1.5158138555225582e-18,6.416381030814911e-19
8742.072,-2.2929837793106156e-18,5.551777545443891e-19
8743.373,-4.658585497968321e-19,6.736865994533476e-19
8744.357,-6.965852046769616e-19,5.633286599776126e-19
8745.591999999999,-6.092432217525401e-19,6.828632091689281e-19
8746.562,-6.58226015840154e-19,6.159290208648013e-19
8765.276,-6.135873196509351e-19,6.052492966863296e-19
8766.349,-8.761915154770044e-19,5.54925762417271e-19
8767.526,-1.3326284004266902e-18,6.141685913227684e-19
8768.513,-7.901676261822744e-19,5.563787705264612e-19
8769.754,-5.256145153669435e-19,6.674113331460533e-19
8769.773000000001,-6.145491250488129e-20,5.953030831373466e-19
8789.386,-1.434483895269087e-18,5.961330923405019e-19
8790.425,-4.510652349296483e-19,5.185513271103577e-19
8791.68,-1.3572629530831735e-18,5.945311246742398e-19
8792.667,-1.174892819174909e-18,5.281346412724893e-19
8793.916,-2.3802156444307744e-19,6.637459614630382e-19
8796.054,-8.93467417261217e-19,5.840195848457341e-19
8813.598,-5.897230210075371e-20,6.238707599957518e-19
8814.571,4.067150094931459e-20,5.072252779321723e-19
8815.833,-3.899766619681613e-19,6.075263283612038e-19
8816.822,-1.5447307346302549e-19,5.211110438801991e-19
8818.030999999999,-1.2636562323139152e-18,6.235244674586328e-19
8819.053,-1.9766377829335607e-18,5.684806050029854e-19
8837.712,-7.224199813104737e-19,5.727759104734875e-19
8838.718,2.4527449257865153e-19,5.198862068057487e-19
8839.985999999999,-1.15114663202872e-18,5.779134731897859e-19
8840.978000000001,-5.549167549777875e-19,4.914593929023426e-19
8842.277,2.8498724283463517e-19,6.444584039362109e-19
8843.216999999999,-7.799478549635278e-19,5.51630197435063e-19
8861.856,-5.1614364966657677e-20,5.637473299446083e-19
8862.864,-1.2832040341526224e-20,4.923038130290715e-19
8864.141,1.9334486336905175e-19,5.7101844519722115e-19
8865.132,-4.809933476396933e-19,4.679446852923823e-19
8866.402,-2.1421968384239442e-19,5.948389742688293e-19
8867.38,-3.944706438458456e-19,5.396773101203965e-19
8886.002,-1.85728173194225e-18,5.482675917075522e-19
8887.01,4.537793546674086e-20,4.856826339896945e-19
8888.294,-1.69114471830927e-19,5.648168986390061e-19
8889.287,-5.7966374967804e-20,4.629517641799856e-19
8890.564,-1.2739405771527317e-18,5.619770901191425e-19
8891.544,-5.15565769418324e-19,5.250583938276306e-19
8909.222,-8.595447581200607e-19,5.465633004625728e-19
8911.155999999999,1.2514773149336503e-19,4.706535478550522e-19
8912.447,-8.0738363979214975e-19,5.454114231560494e-19
8913.440999999999,-4.386288483933613e-19,4.642025913183164e-19
8914.726999999999,-1.7943170893699764e-18,5.436201448839511e-19
8915.708,-8.754074563632943e-19,5.195858912286748e-19
8935.101,6.185363685416598e-19,5.334860030659616e-19
8935.303,-8.295522723710893e-19,4.753597413042128e-19
8936.601,-5.504966071716585e-19,5.258613116543474e-19
8937.596,2.831556289752579e-19,4.55087790500293e-19
8938.612,-1.7078425891959081e-18,5.436876799535469e-19
8939.871,-7.01268358314726e-19,5.040453722519775e-19
8958.437,-7.928462693522376e-19,5.431093056512868e-19
8959.449,-1.1616374526481308e-18,4.489359818701677e-19
8960.754,-3.0449804608012684e-19,5.192428816070396e-19
8961.751,-5.541079822742285e-19,4.3219060639913754e-19
8963.214,-7.590119691581004e-19,5.476492906371333e-19
8964.035,-5.374775747483459e-19,4.881104407063783e-19
8982.582,-2.0859161075276244e-18,5.179590603987511e-19
8983.596,-1.127074916080096e-18,4.399260517325096e-19
8984.908000000001,-9.496239458399406e-19,5.194772785122602e-19
8985.905,-4.0053299761709597e-19,4.3066391959211595e-19
8987.213,2.197863501633008e-20,5.341774386171815e-19
8988.199,-8.940037451966278e-19,4.775919797233308e-19
9006.728000000001,-9.677784367538878e-19,5.243901512014216e-19
9007.742,-1.1032491776604052e-18,4.493602325984351e-19
9009.062,-1.3984672257311708e-18,5.125390832999461e-19
9010.062,-3.4865462890541194e-19,4.2082616882535923e-19
9011.375,6.655253988086558e-19,5.495810371367341e-19
9012.363,-4.551127244560341e-19,4.651777550300344e-19
9030.872,-2.6786776327135773e-18,5.088507601153606e-19
9031.888,-6.08957601112908e-20,4.521673219718183e-19
9033.215,-8.109703950639988e-19,5.069366027700437e-19
9034.216,1.0506013189482397e-19,4.38562472304778e-19
9035.537,1.5265576316455816e-18,5.539635062782501e-19
9036.526,-5.912083702738785e-19,4.655219860843489e-19
9055.018,-2.0303881568119244e-18,4.981203199521033e-19
9056.034,-1.4566358375154676e-19,4.563858913220318e-19
9057.368,-1.163413731565796e-18,5.026161545641326e-19
9058.371,9.89873860889305e-19,4.342370114936509e-19
9059.136,-4.3192387101901343e-19,5.090293868879422e-19
9060.69,-7.45995330222451e-19,4.65916804906349e-19
9079.155,-7.155815766262412e-19,5.189469217654919e-19
9080.181,2.381915316353472e-19,4.510613012580228e-19
9081.522,-1.2161548137727656e-18,4.837923011924183e-19
9082.526,1.0824848823194065e-18,4.1797445783879384e-19
9084.246,7.78984492086299e-19,5.452116807627287e-19
9084.8545,-3.833221888576377e-19,4.606946992159797e-19
9103.296,-8.550265649881097e-19,5.096284003892468e-19
9104.327,1.8377624593600538e-18,4.359771816841581e-19
9105.676,-1.0204706583200336e-18,4.896796589976981e-19
9106.681,4.294058530342107e-19,4.110942324792392e-19
9108.023,-1.0395443313050309e-18,4.941816512475919e-19
9109.019,-5.759068685751542e-20,4.566882870061174e-19
9127.441,-5.412055445167543e-19,5.199912458897233e-19
9128.47,8.911221901737574e-19,4.170195289742878e-19
9129.829,4.912438020800849e-19,4.957202338599886e-19
9130.836,-1.0829385130567973e-18,3.902615793109443e-19
9132.187,-1.2843985172999807e-19,5.013949680366759e-19
9132.409,-3.533994145142016e-20,4.420507702671613e-19
9151.587,-7.830126339745579e-19,4.950219804031498e-19
9152.601,-7.5551793136525605e-19,4.13673722728341e-19
9153.101,-6.676958569268255e-19,4.8027560440976935e-19
9154.99,-1.555131307834597e-18,3.8622081999199027e-19
9156.349,-6.940205947066058e-19,4.840293284180395e-19
9158.204,-4.840585625693441e-19,4.3449091989868605e-19
9175.731,-8.265840676726976e-19,4.83273772837339e-19
9176.747,-1.0828228970601597e-18,4.03304037133691e-19
9178.9375,-4.88246857094886e-19,4.774658822403801e-19
9179.1455,-1.4212616623936915e-19,3.942915357629276e-19
9180.511,-1.222215945750655e-18,4.510773473350474e-19
9181.51,-1.8272412636570744e-19,4.2295333700938125e-19
9199.877,-1.292907340163e-18,4.603354888953281e-19
9200.894,-4.515836162500687e-19,3.9447356796651916e-19
9202.279,-9.955053809410593e-19,4.473631330412798e-19
9203.301,2.649318036585316e-19,3.923276715263234e-19
9204.133,6.442787791586051e-19,4.652480011821791e-19
9205.674,6.755154930778333e-19,4.182427453121599e-19
9223.488,-2.9419194080545274e-19,3.6756673160317515e-19
9224.021,-2.9514883392555167e-19,4.601737051286145e-19
9226.434,-5.160153822480556e-19,4.551017934887629e-19
9227.455,-5.778455244169366e-19,3.708446144716841e-19
9229.212,-2.116580522320211e-19,4.597523889095311e-19
9229.838,1.8812253679668623e-20,4.0793363691159684e-19
9248.167,8.228646972492458e-21,4.615226457828644e-19
9249.202,-7.973480649590347e-19,3.8778504226265347e-19
9250.587,-2.0456891633743135e-18,4.276248923574335e-19
9251.592,-1.1524899597789023e-18,3.566154154141537e-19
9252.998,-7.359274563923235e-19,4.566860142760188e-19
9254.001,-6.961548052756817e-19,4.0288232579355946e-19
9272.3125,-6.830174206211727e-19,4.534089862575852e-19
9274.74,-1.2674239424744379e-18,4.422572364775209e-19
9274.953,-7.027221946403488e-19,3.8260498881011153e-19
9275.746,2.010581602090863e-19,3.7551543489779927e-19
9277.155,1.9809592595153947e-19,4.674197580503367e-19
9278.165,-7.91412042423427e-19,4.0352983853710996e-19
9296.457,-8.385916945245623e-19,4.485680616025604e-19
9297.479,-9.720083427385661e-19,3.796992006234331e-19
9298.025,-7.504849614871222e-19,4.563251475810822e-19
9299.901,-8.395888375774898e-20,3.635000400892235e-19
9301.313,-2.366417628153512e-18,4.635887143651591e-19
9302.31,-6.593708929776712e-19,3.9815994651103986e-19
9320.603,-6.720627885668114e-19,4.485044171573874e-19
9321.625,-6.714003477894498e-19,3.799007075448019e-19
9323.817,-9.859601591554736e-19,4.217561306934889e-19
9324.056,-4.472124600723167e-19,3.5956617538972106e-19
9325.477,-1.8297686006974047e-18,4.2873303456526117e-19
9326.474,-7.647015872650236e-19,3.9390407454214075e-19
9344.747,-2.326701693197793e-19,4.499092365061663e-19
9345.771,-3.6158229765186093e-19,3.742266211219789e-19
9347.201,-1.0086885031267183e-18,4.2088797214056405e-19
9348.211,-2.547867514592417e-19,3.681612873046468e-19
9349.638,-1.3531806049298437e-18,4.463420150145962e-19
9350.637,-8.585571012709274e-19,3.8696460369893683e-19
9368.893,-7.269069639930259e-20,4.475172301475765e-19
9369.918,-6.28376298862268e-19,3.7833803653284593e-19
9371.3545,-4.897331120264301e-19,4.294855464540402e-19
9372.366,-3.0273530718030424e-19,3.5676669531317817e-19
9373.8,-4.487690381939797e-19,4.532028887246213e-19
9374.801,-6.621197882305386e-19,3.872043215933449e-19
9392.514,1.7640529188788835e-19,3.7102438036029043e-19
9393.002,-3.8179739538212213e-19,4.47446475177611e-19
9395.508,-4.091814434994945e-20,4.4603731844686025e-19
9396.521,-4.177394055976875e-21,3.6380011536170476e-19
9397.963,-2.0471624858712281e-19,4.426938486441351e-19
9398.965,-7.987917675528396e-19,3.8109969173406304e-19
9417.181,-4.060409515814524e-19,4.7270036725355405e-19
9419.662,-1.3627892894290118e-18,4.2951842706586138e-19
9419.866,2.7276595099661374e-19,3.750656391556988e-19
9420.677,-7.764199914478932e-19,3.502230543867102e-19
9422.125,-2.556281819438616e-19,4.310905979197326e-19
9423.129,4.492764373273593e-20,3.792083124211754e-19
9441.357,1.7971435692333422e-19,4.607775126522015e-19
9442.356,2.2517027308513135e-19,3.7680835456446445e-19
9443.815,-1.0585479011463359e-18,4.2167595736335874e-19
9444.831,-6.160573212415721e-19,3.5449225368488576e-19
9446.287,-2.9210038972598707e-19,4.2410793740216266e-19
9447.293,4.000879918992332e-19,3.7334407372550525e-19
9465.473,4.739674774866426e-19,4.473500929301324e-19
9466.503,-1.5163974212291976e-19,3.7430967333134154e-19
9467.463,2.411741916020261e-19,3.442460824798757e-19
9467.969,-6.5991890196236795e-19,4.245242680493179e-19
9470.449,-1.285607719077802e-18,4.106628975145537e-19
9471.457,-2.7530261245935667e-19,3.638673298683728e-19
9489.617,-2.69456366481515e-19,4.413197568403414e-19
9490.649,-6.233130869682419e-19,3.7001817628069404e-19
9492.122,-1.0355955131794887e-18,4.2214148647134595e-19
9494.611,-1.1690396268318593e-18,4.1532450431888374e-19
9494.769,-4.264321896293846e-19,4.0682446661013084e-19
9495.62,-8.904965703663918e-19,3.610203058963569e-19
9513.762,-3.035460355954362e-19,4.39624140600534e-19
9513.821,-1.5887399391168925e-18,3.513175477860372e-19
9515.428,-7.356929680286336e-19,4.326480422635579e-19
9517.296,4.0512374368045265e-19,3.679496873905111e-19
9518.774,-2.7804222956011616e-19,4.1759996369735554e-19
9519.784,-5.988245363279088e-19,3.660826514010928e-19
9537.907,-3.1156421134253648e-19,4.2733011745165087e-19
9540.1455,-1.3308740320200082e-18,3.642660678100484e-19
9541.12,-4.990862458403548e-19,4.633458024676837e-19
9541.45,1.5246100454985234e-19,3.473338261111815e-19
9542.937,5.827799522185794e-20,4.269283591319493e-19
9543.948,-1.1025258040906248e-18,3.6632134977927975e-19
9561.999,-1.0420961389018579e-18,4.359608562491971e-19
9563.088,-2.4346118594674763e-19,3.704104417794455e-19
9564.583,1.9755426330838654e-18,4.5236277099519295e-19
9565.605,-1.9744363282668466e-19,3.4452312315986865e-19
9567.099,-5.688971820019496e-19,4.0482325139969146e-19
9568.112,-7.165426827926886e-19,3.641014427778235e-19
9586.234,-8.39493056751653e-19,4.588270351119591e-19
9587.234,-3.8392167678935266e-19,3.7110154618648595e-19
9588.736,-5.4218104040131975e-19,4.120938533484944e-19
9589.761,4.337266006646901e-19,3.48976150079376e-19
9591.261,8.11909830443997e-19,4.2175166997490493e-19
9592.275,1.4074618904297284e-20,3.6412093644585027e-19
9610.342,-2.207088936703111e-19,4.391166782977718e-19
9611.38,-2.8866149691940276e-19,3.687152447442459e-19
9612.89,-1.2773278129290852e-18,4.017768699943416e-19
9613.916,7.812171708546996e-19,3.4524312953938076e-19
9615.423,-1.4130097407194954e-19,4.1159085817320407e-19
9615.865,-8.151941728187149e-19,3.6506625064872595e-19
9634.486,2.0196923180797503e-19,4.352108338537348e-19
9635.526,-3.5652248639738775e-19,3.6863099960986475e-19
9637.0,1.17555462024083e-19,4.256114675582057e-19
9638.07,5.069094158165098e-19,3.426848668348434e-19
9639.585,-4.574270121458032e-20,4.182373080606017e-19
9641.29,-9.425004794257793e-19,3.550702367509959e-19
9658.632,-6.363663940294305e-19,4.351248840762255e-19
9659.672,-4.903100744238436e-19,3.654064443409094e-19
9661.227,1.1514505771827928e-18,4.521279604360594e-19
9662.225,5.154318042470141e-19,3.4487405306576446e-19
9663.747,-1.337564512865591e-19,4.1125549758222726e-19
9664.767,-5.587283970493572e-19,3.5118422912456953e-19
9682.776,-8.155087133725357e-20,4.2968306180811323e-19
9683.818,-5.4727701198284985e-19,3.6016121560503327e-19
9685.35,-5.681124877014683e-19,4.166328888971811e-19
9686.38,-5.00130393786512e-19,3.2877971409603956e-19
9687.899,-1.5379843115713432e-19,3.445965031061087e-19
9687.909,-5.641574831861482e-19,4.150940142168637e-19
9706.922,6.969920632743699e-19,4.409654431550999e-19
9707.964,-8.980434105785268e-19,3.6787262008102924e-19
9709.503,-2.216996414741555e-19,4.2168429885194063e-19
9710.534,3.313135057202579e-20,3.409754353823e-19
9711.342,-6.454660060299134e-19,4.0559337910057423e-19
9714.266,-3.106583916680973e-19,3.493614210205456e-19
9731.066,1.7239062921306576e-19,4.425700094724286e-19
9732.11,-7.786056664989475e-19,3.698584525111598e-19
9733.656,-2.9438975062048623e-19,4.221791504525323e-19
9734.688,5.487570793528158e-19,3.415667750655472e-19
9736.7295,3.919437979103085e-19,4.269114744597978e-19
9737.258,-6.676841181708682e-19,3.56659113836294e-19
9754.224,4.0754384928775037e-19,4.485592256894196e-19
9756.257,-5.346278262940166e-19,3.653685910634582e-19
9757.81,-9.926141253468766e-19,4.192573007684076e-19
9758.844,1.3856373677697812e-19,3.41855625456181e-19
9759.66,-3.9425615741288555e-20,4.161198804579955e-19
9761.422,-1.5457642623985091e-18,3.6095768673982394e-19
9779.888,4.364655866173011e-20,5.402841826942876e-19
9780.402,-8.758893528609637e-19,3.670882383350721e-19
9781.963,-6.451148120157943e-19,4.163090656803794e-19
9782.999,-2.5250956216758214e-19,3.4165050475705705e-19
9783.92,-5.961049512627924e-19,4.870721640314047e-19
9785.586,-7.6030751212243e-19,3.836172006384858e-19
9803.501,-5.649755788513893e-19,4.357795046041791e-19
9804.549,-1.2293365173015373e-18,3.7088068348322906e-19
9806.116,-3.167969314043405e-19,4.15957125206494e-19
9807.153,-2.2856163422500725e-19,3.344600050583982e-19
9808.856,-3.0816027795191196e-19,5.302595354493303e-19
9809.749,-2.5957595086562925e-19,3.739031265689041e-19
9827.6455,-3.8239517271240287e-19,4.433569741059496e-19
9828.694,-4.935055939350411e-19,3.732486148888755e-19
9830.27,-1.2975540451741496e-19,4.129276958955844e-19
9831.309,-2.3155828271520834e-19,3.356241448267422e-19
9833.359,-2.474769182829108e-19,4.936946118894451e-19
9833.913,-6.097631596276391e-19,3.598962010654491e-19
9850.523,-1.0678613016906537e-18,4.499656989461456e-19
9852.841,2.5570535855346856e-19,3.769735401966845e-19
9854.423,1.582927289998546e-19,4.2886208792269846e-19
9855.463,1.5764979453538373e-19,3.4589105415177678e-19
9856.773,-1.194251670951085e-18,4.1902306439286423e-19
9858.076,-2.0058575565804193e-19,3.5707931522325237e-19
9876.564,-1.3508799692649247e-18,5.54154319321072e-19
9876.986,5.747725099908389e-19,3.8096727787070864e-19
9878.576,-1.4457331466459057e-19,4.3547514071243e-19
9879.617,4.286938588559462e-19,3.498494356882937e-19
9881.337,-8.979349275195566e-19,4.2615281216843716e-19
9882.24,7.410265244434816e-20,3.6671351669862415e-19
9900.08,-4.0794933165883285e-22,4.585804323534578e-19
9901.133,9.631064999421128e-20,3.847401098164428e-19
9902.7295,9.489006894494543e-20,4.337207072155548e-19
9903.771,-2.1219328463902697e-19,3.4789610824576954e-19
9904.877,-2.6416813359623497e-19,4.011344806045832e-19
9905.368,-1.2939414055998099e-18,4.183488918055519e-19
9924.225,-7.866647542649038e-19,4.562305802096557e-19
9925.279,-1.1045199386118349e-18,3.789009801805713e-19
9926.883,-2.6897371575517393e-19,4.381736200088003e-19
9927.927,-1.178450047867261e-20,3.469662664797987e-19
9929.53,-5.326682039358405e-19,4.1577643074431445e-19
9932.33,2.0693204577305148e-19,3.860225814371485e-19
9948.369,-6.269551561076606e-19,4.576397843417876e-19
9949.425,-4.845103649966595e-19,3.834024655991375e-19
9951.036,7.722364826278748e-20,4.479836319101271e-19
