LAMBDA,FLUX,FERROR
8790.337,1.6532451683372688e-17,1.1362571457876485e-18
8813.684000000001,7.06252597199129e-18,9.543366108230666e-19
8814.001,3.1735201693720374e-18,1.108425052632977e-18
8814.046,6.419164240675379e-18,1.1376921800852009e-18
8814.333,1.94891597829306e-18,1.1887139283249394e-18
8837.726,3.8533047337514195e-18,1.1129679399098802e-18
8838.131,4.879842687355746e-18,9.512568568027765e-19
8838.464,1.6664713501062325e-18,1.0529615698490462e-18
8838.786,6.792458921669005e-19,1.1785186012389118e-18
8862.578000000001,1.8397584311652233e-18,9.227384081725213e-19
8862.587,3.1949491334695765e-18,1.1648545525179679e-18
8862.915,1.6026485909658442e-18,1.0076329393233922e-18
8863.936,2.628284835379957e-18,1.0277769466854186e-18
8887.025,2.5072352764750696e-18,9.201540447519964e-19
8887.35,2.540181159384445e-18,1.0096037320379373e-18
8887.366,2.760594655875651e-18,9.745789408191453e-19
8888.176,3.2055163058239605e-18,1.1413941366727018e-18
8911.473,2.8035006253614185e-18,9.052853875609516e-19
8911.799,2.5692336603424393e-18,9.83772438747245e-19
8911.815999999999,1.43122694014171e-18,9.624051353580684e-19
8912.145,3.2508667325179127e-18,1.183286450132712e-18
8935.562,4.426652033996336e-18,9.211555908994159e-19
8936.248,4.035369415764373e-18,9.609617891218201e-19
8936.268,1.731683808771252e-18,9.393290115907338e-19
8936.598,4.06245642003699e-18,1.1465975371662758e-18
8959.684000000001,4.741073170386982e-18,9.342909247840722e-19
8960.697,2.4024582165730677e-18,9.344451680561984e-19
8960.841,3.7249290101708474e-18,9.309192098481424e-19
8961.051,3.0084781942859583e-18,1.143631681042696e-18
8984.814,3.022023746983413e-18,8.909485746947071e-19
8985.146,3.262148026031294e-18,9.417258710805023e-19
8985.504,3.568029519878149e-18,1.1345853766279022e-18
8985.945,7.392439278755254e-19,9.049560499597938e-19
9009.262,4.8804129383179386e-18,9.079305106073686e-19
9009.596,4.4531325274415036e-18,9.033614649142875e-19
9009.62,4.316117392718894e-18,9.092178316189648e-19
9009.957,5.432894935871896e-19,1.1616010884644646e-18
9033.709,3.9477827835792744e-18,9.0587838496653e-19
9034.045,5.0716000991270804e-18,8.76750964043284e-19
9034.071,5.8042888279587334e-18,8.829286585853725e-19
9034.41,1.3853063903138159e-18,1.1304978320393378e-18
9058.155,5.9210110589379695e-18,9.365639286150587e-19
9058.495,5.7271408470766674e-18,8.845749181899913e-19
9058.521,5.38238175712304e-18,8.880917504651883e-19
9058.863,6.878205439463583e-18,1.1492738242128957e-18
9082.603,4.978098259036752e-18,9.467724945356217e-19
9082.944,5.834991148757724e-18,8.666009655814993e-19
9082.973,6.043094194679902e-18,8.835038764481006e-19
9083.315,7.09096666588724e-18,1.143006472752579e-18
9107.05,5.2215436314546255e-18,9.28981524798026e-19
9107.394,6.2222521478477885e-18,8.486480819769692e-19
9107.424,3.998110750831164e-18,8.375715289743707e-19
9107.769,8.096792866900313e-18,1.1481237839945506e-18
9131.497,9.567536254560914e-18,9.580823458177273e-19
9131.843,6.4072720330422845e-18,8.344169387699157e-19
9131.874,5.401487859559151e-18,8.406431606460263e-19
9132.222,1.0332267965916678e-17,1.154365543882914e-18
9155.944,9.503084661138143e-18,9.409245442886632e-19
9156.292,1.07708179277145e-17,8.57642318785939e-19
9156.325,6.4227698583477365e-18,8.246206896073242e-19
9156.675,1.1533578400347062e-17,1.165086115844876e-18
9180.392,9.096357663664952e-18,9.326720140097058e-19
9180.741,8.71916468617645e-18,8.117378211155859e-19
9180.776,7.05224239677957e-18,7.901899795661098e-19
9181.128,9.228579874645766e-18,1.1396643826610312e-18
9204.839,8.4425913580015e-18,9.260902554996381e-19
9205.19,9.034740700008342e-18,7.99133543224688e-19
9205.227,9.428187823933785e-18,8.10957949349427e-19
9205.58,1.1087361882092518e-17,1.1411899806713663e-18
9229.285,9.822333180899151e-18,9.507824259971767e-19
9229.641,8.843037234289996e-18,7.775288768656445e-19
9229.678,8.871040494320887e-18,7.830452848731804e-19
9230.033,9.070656143680915e-18,1.11946959103326e-18
9253.732,8.258478396848845e-18,9.184443606889463e-19
9254.09,9.351217685667309e-18,7.7868874137105245e-19
9254.129,8.569086260145855e-18,7.699521329820222e-19
9254.486,8.239655750609365e-18,1.1153882572370257e-18
9278.18,1.0583720422272369e-17,9.508334327903753e-19
9278.539,1.0584610202158837e-17,7.7495573699999825e-19
9278.58,8.053976252953096e-18,7.596840556411874e-19
9278.939,1.0767903992846992e-17,1.1388962622278826e-18
9302.627,1.0309935466128773e-17,9.462360565322904e-19
9302.988,9.611505211412264e-18,7.53052565144121e-19
9303.03,1.1433883575551871e-17,7.823703120586954e-19
9303.393,1.0525508583852914e-17,1.1427141024438838e-18
9327.074,1.0048808419506704e-17,9.426711225659894e-19
9327.4375,9.501551875865815e-18,7.471633388591825e-19
9327.481,1.2344701011745364e-17,7.970483774767966e-19
9327.845,1.1144023939724681e-17,1.1498064133658565e-18
9351.521,1.1363299124821161e-17,9.687216555682907e-19
9351.887,1.1647776454007291e-17,7.551375271979016e-19
9351.933,1.1668399893042814e-17,7.668036787140289e-19
9352.298,1.1358476101127821e-17,1.1600227836368744e-18
9375.968,1.1437373951305264e-17,9.684204063797361e-19
9376.337,1.2833982579168378e-17,7.605675329911448e-19
9376.384,1.1483830933237639e-17,7.617277905915289e-19
9376.751,1.1678077662859462e-17,1.1773603903218808e-18
9400.415,1.0304846682435375e-17,9.891865949029509e-19
9400.786,1.2217347242724067e-17,7.510040770151762e-19
9400.829,1.2321453495860268e-17,7.754347763580076e-19
9401.203,1.1180625241429495e-17,1.1568277066185967e-18
9424.857,1.1041294512393959e-17,9.489183200200038e-19
9425.234,9.82570285895266e-18,7.211182194818526e-19
9425.277,1.0669335714599321e-17,7.348323403339628e-19
9425.652,1.2652367943324113e-17,1.1958508058479687e-18
9449.305,1.089275758211543e-17,9.271609275195942e-19
9449.676,1.1092317735890872e-17,7.225820212849596e-19
9449.729,9.815875493629574e-18,7.207906820118304e-19
9450.105,1.274139361676688e-17,1.1457504566182581e-18
9473.752,1.3093141047627172e-17,9.511008767141655e-19
9474.126,1.0567309313629978e-17,7.109619510948115e-19
9474.18,1.0410023481613667e-17,7.286075593369623e-19
9474.559,1.2907732310440251e-17,1.1153416124840824e-18
9498.199,1.195172756443348e-17,9.049750816487084e-19
9498.575,9.771692971445005e-18,6.978344732688903e-19
9498.63,1.102467027021953e-17,7.195214746902441e-19
9499.012,1.2485413001685432e-17,1.0896044293244253e-18
9522.646,1.111807012667691e-17,8.748284450799832e-19
9523.024,1.024258223056061e-17,6.882738578874075e-19
9523.081,1.0981981693156931e-17,7.125074066543882e-19
9523.464,1.11562775816209e-17,1.0537948191263872e-18
9547.093,1.1087814369005854e-17,8.579299268961635e-19
9547.474,1.1749526859180413e-17,7.119373459958633e-19
9547.532,9.92694828657769e-18,7.030035259380307e-19
9547.917,1.2175498589016254e-17,1.046667617129864e-18
9571.54,1.125107667695372e-17,8.413712061864046e-19
9571.923,1.2165451682575503e-17,7.035808723459907e-19
9571.983,9.486172988574792e-18,6.891674533794984e-19
9572.37,1.2568610780759573e-17,1.0217745708396615e-18
9595.457,6.765203127812258e-18,6.262466530885124e-19
9595.987,9.982432714755816e-18,8.061179816121081e-19
9596.434,1.1227482275307445e-17,7.052040665835692e-19
9596.822,9.673967149458378e-18,9.810627877779683e-19
9620.435,1.059526229642032e-17,7.951157629529651e-19
9620.885,1.0119921509949446e-17,6.917423837225172e-19
9621.212,1.0207283601031529e-17,9.747021291591886e-19
9621.893,8.961965188844362e-18,6.624993846432104e-19
9644.882,1.0814853167592808e-17,7.812133496593733e-19
9645.271,1.1957762006572944e-17,6.922660635528333e-19
9645.336,1.1223736180947211e-17,7.069564317062461e-19
9645.768,5.680494299432459e-18,9.820048929953401e-19
9669.329,1.0290230582543612e-17,7.609721797036826e-19
9669.721,1.1428345954617764e-17,6.869540223350851e-19
9669.786,1.24441254510871e-17,7.095584652578765e-19
9670.182,9.84866881656503e-18,9.390640349937395e-19
9693.098,9.65233017318985e-18,7.694803918569636e-19
9694.148,1.0992699594980674e-17,6.930989174398993e-19
9694.237,1.095534395626024e-17,7.064639777599698e-19
9694.635,1.1093010876860887e-17,9.190373937928544e-19
9718.0205,1.0955163193902352e-17,7.073338712776337e-19
9718.232,1.0106383913697769e-17,8.913353524759674e-19
9718.645,9.950761040872427e-18,6.724595425083854e-19
9719.227,1.0418919579467798e-17,7.496018765574598e-19
9742.67,1.1891824913618514e-17,7.461404558204293e-19
9743.068,1.012756892727143e-17,6.658382090286058e-19
9743.64,8.984156484434287e-18,6.95309890109608e-19
9744.061,8.733321867244522e-18,8.8729959981357e-19
9766.8,1.1174716977229435e-17,6.87849605995021e-19
9767.117,1.1195082066558525e-17,7.194722419009669e-19
9767.59,1.1299074474881655e-17,7.069163525671683e-19
9767.993,9.021200291727145e-18,8.712810333731484e-19
9791.564,1.2533339714311472e-17,7.239773171021498e-19
9791.636,1.2123950194323782e-17,8.580736952384325e-19
9792.041,1.2316926319852591e-17,7.140410830685712e-19
9792.863,1.0772052630087341e-17,6.821660910160781e-19
9816.012,1.1456090841186258e-17,7.028278506374134e-19
9816.107,9.663032271903962e-18,6.84588319817944e-19
9816.417,1.1156080218154244e-17,6.8470539077975e-19
9817.444,1.0724350167798502e-17,8.586621934734037e-19
9840.459,1.1478415710472608e-17,7.002263412983176e-19
9840.866,1.2367931382697326e-17,7.014482571089303e-19
9841.191,1.041408444231114e-17,7.093091020304376e-19
9841.353,1.0635895938481719e-17,8.228251893875323e-19
9864.731,1.1102423114108112e-17,6.875705734918807e-19
9865.315,1.1266636655036692e-17,6.924107003603385e-19
9865.394,1.0541591602745335e-17,7.103517284037773e-19
9865.805,1.2706905339511955e-17,8.223960751534262e-19
9888.879,8.596108372476072e-18,6.861368620102377e-19
9889.583,1.1380035413378125e-17,6.847327446297212e-19
9889.765,1.1370233425223699e-17,7.032059782500635e-19
9890.258,1.2430262962252975e-17,8.075418016737425e-19
9913.8,1.1225054066961646e-17,6.662797913256167e-19
9914.214,1.114431670961135e-17,7.098495740468206e-19
9914.711,1.352173702329336e-17,8.111437214656936e-19
9914.965,7.49506410744525e-18,6.9624346157670455e-19
9938.247,1.2592329986250368e-17,6.773458967484236e-19
9938.663,1.1308765408828272e-17,7.276246705149197e-19
9938.746,1.07864626542609e-17,7.232492173329953e-19
9939.164,1.2900845572442199e-17,7.972237017752775e-19
9962.694,1.2775448717412331e-17,6.627109887886751e-19
9963.112,1.166371143907515e-17,7.086084719629668e-19
9963.196,1.1430747169280602e-17,7.317650310602657e-19
9963.617,1.2399736210094155e-17,7.790689864374834e-19
9987.121,1.254962963618378e-17,6.618002801378451e-19
9987.5625,1.2460330772570954e-17,7.158689067028913e-19
9987.647,1.1507332992582932e-17,7.203890630015641e-19
9988.07,1.0982601959106371e-17,7.509734660027157e-19
10011.617,1.0744504880820499e-17,6.24893734954737e-19
10012.012,1.165006287935387e-17,7.114928418596417e-19
10012.099,1.205260449388056e-17,7.372035462394507e-19
10012.523,1.2208767409130124e-17,7.412459442214581e-19
10036.036,1.083344304312139e-17,6.205879339379073e-19
10036.461,1.0187203309951456e-17,6.969602292362317e-19
10036.549,1.0417972749180272e-17,7.129999241931824e-19
10036.977,1.2900743873325489e-17,7.372191129550974e-19
10060.483,1.0956948748207208e-17,6.05507785142609e-19
10060.91,1.077725021025344e-17,7.0911593727973945e-19
10061.0,1.1231108494728107e-17,7.281844762641116e-19
10061.429,1.309287689388827e-17,7.316577565196216e-19
10084.931,1.1061859042480216e-17,6.147738365257736e-19
10085.359,1.2317665702022694e-17,7.285392006978e-19
10085.451,1.236761611999231e-17,7.58282980055224e-19
10085.882,1.2017512612569285e-17,7.230180013998055e-19
10109.378,1.0263763982691863e-17,5.984447549412772e-19
10109.809,1.1347275609553747e-17,7.268272910929358e-19
10109.901,1.1645539093701522e-17,7.52177717048981e-19
10110.335,1.1965216657509264e-17,7.146328669305708e-19
10133.825,1.0381906002565609e-17,5.918045687750886e-19
10134.258,1.1530712543664858e-17,7.229570566676919e-19
10134.353,1.1764361914968272e-17,7.481575128927562e-19
10134.788,1.1222188694103634e-17,6.977941800913398e-19
10158.272,1.1769941044344023e-17,6.021569181436316e-19
10158.707,1.1860130614104741e-17,7.306566642684052e-19
10158.803,1.15260507200714e-17,7.522263814231167e-19
10159.241,1.1600890175485355e-17,6.989038675347392e-19
10182.72,1.1166194403139162e-17,5.8625299485130665e-19
10182.879,1.1779219609536822e-17,7.48824645289949e-19
10183.254,1.1514324343489138e-17,7.631886669689795e-19
10183.694,1.1764318622992805e-17,6.886469134034457e-19
10207.167,1.0881615651907899e-17,5.709857858742187e-19
10207.704,1.141490290154646e-17,7.610049308909301e-19
10208.138,1.1720264686034179e-17,7.467841682206354e-19
10208.147,1.1266052403183133e-17,6.736395539040105e-19
10231.614,1.1962126178196742e-17,5.77183700178146e-19
10232.055,1.0765714387362614e-17,7.274142759315476e-19
10232.155,1.0805519171260279e-17,7.50317165607072e-19
10232.601,1.069617402614894e-17,6.7299445094851325e-19
10256.062,1.2713471653115247e-17,5.786954962586671e-19
10256.504,1.0936254008700481e-17,7.36535267887001e-19
10256.605,1.0415439860232825e-17,7.425643723775799e-19
10257.054,1.0591677058117542e-17,6.573754437500537e-19
10279.526,8.862274883338149e-18,5.164069120061259e-19
10280.953,1.126549114167483e-17,7.438646946928028e-19
10281.057,1.1262120943467542e-17,7.675039610435231e-19
10281.507,1.0077731226361474e-17,6.454038551059147e-19
10305.402,1.0832231313609582e-17,7.33992910704012e-19
10305.433,1.0871194468786188e-17,7.517956582608738e-19
10305.858,9.564603140318853e-18,5.434665068148869e-19
10305.96,1.2645188433971626e-17,6.630300029477569e-19
10329.785,1.1074029684955276e-17,5.502255775634734e-19
10329.852,1.1261560192834537e-17,7.515316013012124e-19
10329.982,1.0905177508860543e-17,7.864597203563164e-19
10330.41,1.147092690717282e-17,6.491891727369315e-19
10353.842,1.1233351335331795e-17,5.541216738876688e-19
10354.3,1.0561036422665948e-17,7.737550952660079e-19
10354.405,1.0521428244861472e-17,7.395865737662111e-19
10354.858,1.047307830495496e-17,6.32346915621374e-19
10378.289,9.65334997989827e-18,5.360080359824613e-19
10378.374,1.0080173034856462e-17,7.970648803138799e-19
10378.856,1.0877252124672573e-17,7.250269225327363e-19
10379.312,1.0618757258060013e-17,6.36818930371843e-19
10402.736,9.178171018660404e-18,5.302273527411665e-19
10403.307,1.1885491988213415e-17,7.349608132851337e-19
10403.765,1.2067653163655574e-17,6.527781555974097e-19
10404.0625,9.919480791183913e-18,7.640919916247275e-19
10427.184,1.0111841037765468e-17,5.415542743236328e-19
10427.645,9.559126291905425e-18,7.113383037329359e-19
10427.758,1.168606076432227e-17,7.304090656853184e-19
10428.218,9.90890907972496e-18,6.256217684425537e-19
10451.631,1.146204439474429e-17,5.824860196994335e-19
10452.094,1.0593403350642158e-17,7.169431727918499e-19
10452.208,1.0899385450561314e-17,7.039724045387367e-19
10452.671,7.567208046243729e-18,6.3328939010009245e-19
10475.056,7.450436354547033e-18,5.11414383854107e-19
10476.543,9.890177062387211e-18,7.124788152761457e-19
10476.659,9.689279148669593e-18,6.773386588271814e-19
10477.124,1.0362930755092662e-17,6.351277051458259e-19
10500.475,9.555677857802712e-18,7.37251214471082e-19
10500.65,9.552021717547462e-18,6.774629854718703e-19
10501.576,1.0131966063303508e-17,6.301937311187254e-19
10501.686000000003,8.689680455405929e-18,5.443053493344491e-19
10524.973,9.817395961274438e-18,5.503717516387719e-19
10525.803999999998,9.708116767746675e-18,6.91568748326979e-19
10526.029,1.126798671506333e-17,6.447649661734358e-19
10526.388,8.878476836212261e-18,6.929560857755205e-19
10549.42,8.69859101520661e-18,5.465194747766206e-19
10549.891,1.0086639456069453e-17,6.884978215239606e-19
10550.011,8.242829971491953e-18,6.771132006035981e-19
10550.469,1.0694803076575572e-17,6.53421557019751e-19
10573.866000000002,8.194494713028411e-18,5.391232692950801e-19
10574.238,8.816117307706571e-18,6.571541999637472e-19
10574.339,1.055605853315859e-17,6.7572354693902035e-19
10574.462,9.966352623029763e-18,6.592720045898111e-19
10596.095,6.059959817217941e-18,4.667055471286031e-19
10598.789,9.341813103656645e-18,6.455200973361765e-19
10598.912,9.635269764270963e-18,6.545944210933597e-19
10599.917,9.314651855852572e-18,6.409464114125023e-19
10622.903,8.942548349725364e-18,6.301329567238294e-19
10623.238,8.456512997296213e-18,6.283834060633872e-19
10623.842,9.809159315862783e-18,6.508103452198027e-19
10624.868,6.7538976290152224e-18,5.31083863618499e-19
10647.208,8.377543419777428e-18,5.25884877976192e-19
10647.6875,7.963586500701982e-18,6.219594283142447e-19
10648.098,9.17815180238144e-18,6.367130502156714e-19
10648.295,9.270488009306894e-18,6.402969899244594e-19
10671.655,9.698596600122182e-18,5.410637914659149e-19
10672.12,7.483101095474957e-18,6.010876306428291e-19
10672.137,7.85481014553084e-18,5.939354577433484e-19
10672.748,7.926479775379118e-18,6.372948681212327e-19
10696.103,9.856661655705987e-18,5.341594105233832e-19
10696.586,7.355536973373388e-18,5.81865982747714e-19
10696.798,7.731501848389947e-18,6.012855041549519e-19
10697.201,6.63683704059477e-18,6.44633738577235e-19
10720.55,8.181791308639244e-18,5.313696531595439e-19
10721.035,8.31557224210448e-18,5.9267008555495695e-19
10721.167,7.138404012441383e-18,5.795885004245403e-19
10721.653,6.281037677183125e-18,6.436949462600123e-19
10744.997,7.82247276518161e-18,5.207466445093444e-19
10745.484,9.237564635558575e-18,5.800558504228246e-19
10745.617,7.492586938964419e-18,5.7419866876112685e-19
10746.106000000002,5.5705714482482705e-18,6.520256261917532e-19
10769.444,8.46157537886287e-18,5.331491440163447e-19
10769.934,8.564838538784587e-18,5.641281247780184e-19
10770.068,6.438997031624419e-18,5.639084634059178e-19
10770.56,6.6874428324451635e-18,6.55613714064575e-19
10793.892,7.967783379646915e-18,5.317040722663105e-19
10794.383,9.193218763444758e-18,5.662569673605578e-19
10794.518999999998,6.304484375191142e-18,5.634783166756902e-19
10795.013,7.547449024006706e-18,6.60853878824283e-19
10818.339,7.951275430094149e-18,5.356040262268302e-19
10818.833,8.791881265251494e-18,5.533773519789369e-19
10818.97,7.543763415181822e-18,5.607927066969417e-19
10819.466,8.609295710088992e-18,6.804268214406424e-19
10842.786,9.018674040763977e-18,5.465656616983471e-19
10843.282,9.038159100594477e-18,5.480414040607429e-19
10843.421,7.544897434872474e-18,5.643342514734782e-19
10843.919,7.820370642706915e-18,6.5850290233074275e-19
10867.233,8.560139043346625e-18,5.4185837288932935e-19
10867.731000000002,8.911049581429647e-18,5.455703244618413e-19
10867.872,6.5849826939358615e-18,5.433691525744299e-19
10868.372,6.670844571869605e-18,6.618452722862325e-19
10891.681,8.859460664596011e-18,5.472717785915536e-19
10892.181,9.183494120729648e-18,5.335838333765022e-19
10892.322,8.133342137256261e-18,5.307246890559148e-19
10892.824,7.227762383251968e-18,6.787837229079159e-19
10916.128,8.706775305396413e-18,5.48897626662838e-19
10916.63,9.029729046154264e-18,5.241880758158122e-19
10916.773,8.895022993504893e-18,5.361761705012496e-19
10917.277,6.906182974832905e-18,6.836091734828362e-19
10940.574,8.81076427100537e-18,5.51342690399755e-19
10941.079,8.745721176514917e-18,5.129461495342978e-19
10941.225,9.17459212925137e-18,5.7151318508771065e-19
10941.73,9.3067918258209e-18,7.083248609264917e-19
10965.021,8.829684922335864e-18,5.637711822578925e-19
10965.528,8.945077018210778e-18,5.101185874391621e-19
10965.675,7.255575529451143e-18,5.043770053836268e-19
10966.184,9.13461362656181e-18,6.931730772347092e-19
10989.469,9.27957474184258e-18,5.67705567246462e-19
10989.979,8.394884561837852e-18,5.066877168586714e-19
10990.126,7.706487966178416e-18,5.064378462012456e-19
10990.637,8.714302514374956e-18,6.903926553700591e-19
11013.916,9.887571492230642e-18,5.777678046098418e-19
11014.428,7.81685561523039e-18,4.989294125639367e-19
11014.577,7.795886245194043e-18,5.097832528420245e-19
11015.09,8.688792684737304e-18,6.923791539957869e-19
11038.363,9.607223198139986e-18,5.800874314581437e-19
11038.877,8.367483347335924e-18,4.983947311929098e-19
11039.027,8.830311415028615e-18,5.093122242019243e-19
11039.543,9.485005228629636e-18,7.124486433013444e-19
