LAMBDA,FLUX,FERROR
8597.521,3.8721896215586516e-20,5.351055765652548e-19
8598.728000000001,2.284187381951177e-19,5.269481869419637e-19
8599.702,-4.409837186832982e-19,4.764177195890658e-19
8600.89,9.4387828644069e-19,5.366062405259051e-19
8601.85,3.4638934484712876e-19,5.20138802313697e-19
8620.671,9.908879014208111e-20,5.361452047224166e-19
8621.662,-5.699324318940122e-19,4.846365443387114e-19
8622.883,-8.940197722770545e-19,5.017005371513878e-19
8623.858,-1.6575306076807375e-18,4.725641715412413e-19
8625.053,-5.168824987752317e-19,5.315310143727825e-19
8626.015,5.002493935874959e-19,5.137373550840753e-19
8644.815999999999,-4.9516067091969513e-20,5.29075164640714e-19
8645.81,-8.339895870100878e-19,4.75660600538408e-19
8647.026,8.290115699438154e-20,5.671660289689191e-19
8648.014000000001,-7.587409278463157e-19,4.677719761934647e-19
8649.216999999999,7.643877065172643e-19,5.265070614942876e-19
8650.18,-9.510580531691637e-19,5.044968425903327e-19
8668.963,-3.0961009878797334e-18,5.098812080864185e-19
8669.957,-1.7322557097471457e-18,4.626178050095781e-19
8671.177,-2.334139684444274e-19,5.085566455768648e-19
8672.17,-1.6034336191481332e-18,4.586448807991755e-19
8673.38,8.031244545142553e-20,5.080579907738732e-19
8674.345,-8.314956839044811e-19,4.912522528403221e-19
8693.109,-1.0932958382268047e-18,4.987822700538216e-19
8694.1045,-1.3558112931654103e-18,4.594281315563384e-19
8695.331,6.715977271695162e-19,5.071140027594695e-19
8696.317,-6.785659687005266e-19,4.949585782469871e-19
8697.544,-2.311603446460686e-19,4.957140861917199e-19
8698.51,-8.130210286733012e-19,4.783143979280159e-19
8717.256,-7.1525362877115675e-19,4.707951876689978e-19
8718.252,1.4094853225507964e-21,4.5465202427470125e-19
8719.485999999999,1.1144017248629555e-18,4.919422433045703e-19
8720.464,-1.2193213037413407e-19,4.485140443160699e-19
8721.707,2.4104911336697503e-19,4.86803815000032e-19
8722.675,-4.450631346042134e-19,4.668461324251507e-19
8741.402,-8.289338429166851e-19,4.570728949668917e-19
8742.399,-6.031410381552763e-19,4.37778892956434e-19
8743.641,-1.609405665093567e-19,4.648160111070794e-19
8744.62,-3.756317026078006e-19,4.2858742925922054e-19
8745.86,-1.2136332188584637e-18,5.10923444744505e-19
8746.832,1.1012601163444858e-19,4.917918224098042e-19
8765.549,1.4027982328658135e-19,4.492842190816271e-19
8766.546999999999,-1.1524773978968013e-18,4.1534107050048334e-19
8767.796,1.1282558658910012e-19,4.548232167465372e-19
8768.776,-6.622081048261842e-19,4.171000438380183e-19
8770.02,-6.400222438198207e-19,4.672866273827485e-19
8770.985999999999,3.204703935076365e-19,4.514960710177474e-19
8789.695,-3.4594986282727013e-19,4.441853312343145e-19
8790.694,-3.430372122520504e-19,4.1207726894322756e-19
8791.95,1.3248583039047207e-19,4.486886736840755e-19
8792.933,-6.572849113855372e-19,4.0969624479633554e-19
8794.184000000001,-1.7747549669231216e-19,4.580271040026465e-19
8795.151,1.7550752883351211e-19,4.381711911834777e-19
8813.841,5.932967944385949e-19,4.456100324869412e-19
8814.841999999999,1.7903681525148729e-19,4.21435465868913e-19
8816.105,2.0762393302264862e-19,4.455005921781669e-19
8817.089,-6.154159186840395e-19,3.986776610869308e-19
8818.347,4.480038620948879e-19,4.472163208311924e-19
8819.315999999999,5.640404916574504e-19,4.338709590542137e-19
8837.987,-1.4813256787463475e-19,4.390000267762386e-19
8838.989,-2.6497748524664515e-19,4.09132537312905e-19
8840.261,-2.443414680674624e-19,4.352015107228527e-19
8841.245,1.7496912108676504e-19,4.026719875759023e-19
8842.511,1.5251680943836008e-18,4.474319394369312e-19
8843.481,7.422587372861308e-19,4.209934060864703e-19
8862.134,-1.6175359246687636e-21,4.474725399350228e-19
8863.136999999999,-2.5791679612095596e-19,4.0626704301422406e-19
8864.415,-4.49179130962499e-19,4.344041259675826e-19
8865.401,3.2028141722191073e-19,3.9499457339828667e-19
8866.674,-1.0352344544358322e-19,4.2429067705742497e-19
8867.646,-5.934163578559055e-19,4.0800390088669305e-19
8885.112,-1.8704409114121856e-19,4.34980347543459e-19
8887.284,1.714183770738667e-19,4.0482995981559713e-19
8888.57,-2.825733225112478e-19,4.222688960465115e-19
8889.558,-2.1407278561134396e-19,3.87219922062227e-19
8890.838,-3.3649755857011524e-19,4.2023581859101714e-19
8891.812,-5.608803201481163e-19,4.042484572024222e-19
8911.393,-1.1044328097724895e-19,4.113212609710911e-19
8911.431999999999,-7.656219880157247e-20,4.0101211259138776e-19
8912.725,-2.368227339654432e-19,4.202256955577317e-19
8913.713,-7.653333086752809e-19,3.72196724233277e-19
8914.011999999999,-1.1382428911129608e-18,4.042101708038164e-19
8915.976999999999,5.755125587841801e-20,3.99116839068154e-19
8934.572,-7.977716422700393e-19,4.2667569929960697e-19
8935.579,4.1631942698124375e-19,3.9783386994550793e-19
8936.88,-9.028879530510876e-19,4.272265133882184e-19
8937.869,-1.5788822437450747e-19,3.7994705059453037e-19
8940.035,-4.82274895869139e-19,3.719561454903029e-19
8940.142,-2.6573568219418845e-19,3.953399680662565e-19
8958.719000000001,8.296852783817899e-19,4.255293387655276e-19
8959.726999999999,2.6717399921604e-19,3.9575059808799007e-19
8961.034,-9.199224801405586e-19,4.149374763746437e-19
8962.025,-4.7673349825500886e-20,3.774302895069569e-19
8963.328000000001,-1.0435137643152646e-18,4.011165867717072e-19
8964.306999999999,3.8776570412567047e-19,3.9656362317480453e-19
8982.865,1.4556834921790105e-19,4.156397382244615e-19
8983.873,-2.3581903912821797e-19,3.942510442987774e-19
8985.189,-1.0016039229691194e-18,4.1277823627513807e-19
8986.181999999999,-5.281458953491065e-19,3.709190493399765e-19
8987.492,3.3563359229663678e-19,4.094671758321763e-19
8988.472,-3.012469651524466e-19,3.7883899084932606e-19
9007.011,-3.337867901059067e-19,4.1543217381690745e-19
9008.0205,-1.1608595342847742e-19,3.863209654192466e-19
9009.344,-4.473527566533853e-19,3.95867794971139e-19
9010.338,-1.067966966803374e-18,3.7483789977265367e-19
9011.655,6.48614430736468e-19,4.0893187731366773e-19
9012.637,-2.562374130367245e-19,3.772765740042756e-19
9031.157,2.1522607906416739e-19,4.124743164212718e-19
9032.168,4.3040313322059523e-19,3.8972116590307414e-19
9033.499,2.0480473180738237e-19,4.0529144784460356e-19
9034.494,-1.2141769343817843e-18,3.6355756244793504e-19
9035.818,-2.3743644840765043e-19,4.0012777725439608e-19
9036.802,-3.4735227447856635e-19,3.7906432330621464e-19
9055.304,4.186508061888502e-19,4.19342832826567e-19
9056.315,1.472410923200426e-19,3.932250788407176e-19
9057.653,-1.796538791244805e-19,4.0571118091420967e-19
9058.649,-6.180047114639267e-19,3.680436436311787e-19
9059.982,2.5373622727697566e-19,4.0313021176789432e-19
9060.967,-5.636592695899387e-20,3.8693852428699986e-19
9079.449,3.327388938522778e-19,4.235468632667949e-19
9080.463,3.5446495063351024e-18,4.121069184694774e-19
9081.808,-5.926849591558297e-19,3.9683159349362205e-19
9082.806,3.067495384049942e-19,3.679800256819414e-19
9084.1455,-4.077254070325226e-19,4.050256711510843e-19
9085.132,6.305000600887438e-19,3.9786703536356337e-19
9103.596,-8.685626045578301e-19,4.2860955099894397e-19
9104.61,2.2994036234030395e-18,3.98085660701924e-19
9105.963,4.1083003788226836e-19,4.0328729293275335e-19
9106.962,1.4169068742585387e-20,3.6801344815892294e-19
9107.981,-1.6504705350178678e-19,3.4695160450315155e-19
9108.31,4.436817305400858e-19,3.9765722964233494e-19
9127.742,2.3266169743740817e-19,4.1685550270016214e-19
9128.758,1.0835993794644341e-18,3.9487675129414914e-19
9129.601,5.143984210390893e-19,4.104146040886819e-19
9131.117,-3.125111591378177e-20,3.63209472414347e-19
9132.473,2.7600550294045473e-19,4.066280629810395e-19
9134.9375,-7.511293611028839e-19,3.7148547871287227e-19
9151.888,8.241317924237473e-19,4.192734843958626e-19
9152.905,1.2625829763187274e-18,3.9029396541892463e-19
9154.571,6.919355685964375e-19,4.2499034926557225e-19
9155.274,1.1518616628745816e-19,3.6077509527058594e-19
9156.637,-2.5639024104190605e-19,3.902747762728359e-19
9157.627,-1.540866041274301e-19,3.7821709747067004e-19
9176.034,2.553397833890938e-19,4.1441556692250835e-19
9177.053,3.2262637332299443e-19,3.737226950982929e-19
9178.427,8.650526326154979e-19,3.9827649922266886e-19
9179.43,4.65501654603992e-19,3.596845569045321e-19
9180.8,2.491881022158568e-19,3.8153327277183093e-19
9181.792,5.753475686174987e-19,3.826854997412719e-19
9200.181,1.1343077600755733e-18,4.1119789066629793e-19
9200.929,6.785726682580874e-19,4.0662186913832867e-19
9202.581,8.434586636827271e-19,3.978908095386209e-19
9203.586,5.925453830694268e-20,3.5177386529266267e-19
9204.963,6.824036249311308e-19,3.8862154781577864e-19
9205.957,7.559877392141509e-19,3.812700280535914e-19
9224.326,5.912660502484597e-19,4.075499600984056e-19
9225.362,2.4408876232177418e-19,3.6485167776253043e-19
9226.736,1.0181430628609565e-19,3.8623584621523967e-19
9227.742,-2.568654331356428e-19,3.502745676549398e-19
9229.127,-9.51578398108063e-20,3.8243079880665414e-19
9230.122,6.091412557290043e-19,3.68435607780122e-19
9248.473,4.735502671800824e-19,4.03865261089798e-19
9249.986,6.712354181707651e-19,3.8627273947063726e-19
9250.891,1.22171769421561e-18,3.9608727831695574e-19
9251.897,-5.871064856559679e-20,3.5118464104827093e-19
9253.29,4.8675117567688895e-19,3.897577462265184e-19
9254.287,3.966359090798712e-19,3.8177832873872553e-19
9272.618,6.538994149519406e-19,4.0566041433069515e-19
9273.642,1.3016645435414654e-18,3.8122390460283004e-19
9274.593,4.164955973385303e-19,3.963812994472046e-19
9276.055,5.626279977977708e-19,3.5523462917582373e-19
9277.454,-1.1291885798582003e-18,3.996446181084017e-19
9278.452,1.2018402804017612e-20,3.732209071485818e-19
9296.765,9.440518807901865e-19,4.107547498248374e-19
9297.788,8.98635974609917e-19,3.809309532372688e-19
9299.429,8.564349016950162e-19,4.19284323102951e-19
9300.21,2.692986322308808e-19,3.5253911619700777e-19
9301.617,4.575747194814831e-19,3.847040480072376e-19
9302.616,-1.6654862207236333e-19,3.665613759035529e-19
9320.91,5.076129491950745e-19,4.119063724611032e-19
9321.936,1.1305138752026135e-18,3.8468733875471587e-19
9323.3545,5.107226790854402e-19,3.86343465918909e-19
9324.365,9.916929200089599e-20,3.5920712882355726e-19
9325.78,6.385405917649922e-19,3.836282315796128e-19
9326.781,2.581827008277017e-19,3.675762765315229e-19
9345.057,1.5157161596633594e-18,4.1827738982318164e-19
9346.083,1.08131989255009e-18,3.8908561518867114e-19
9347.509,1.3937298443415145e-18,3.9790726637823323e-19
9348.521,6.004968167426485e-19,3.589807178544531e-19
9349.944,7.783602592338979e-19,3.887969158771586e-19
9350.946,4.1934245900193286e-19,3.731089581266842e-19
9368.278,1.0371833911463861e-18,4.1602466403044347e-19
9369.192,5.12693760741604e-19,4.337724701617904e-19
9371.663,1.7260399614558358e-18,4.0828144851148846e-19
9372.678,1.0925249118874488e-18,3.697702417146166e-19
9374.107,4.826871394773385e-19,3.8717834526589934e-19
9375.111,1.4249341536622055e-18,3.86032244103877e-19
9393.356,3.2480875344016166e-19,4.639547912650034e-19
9395.818,1.3678948240287574e-18,4.0948903970339526e-19
9396.034,1.967967670355007e-19,3.9161969116709023e-19
9396.833,5.435669929153307e-19,3.706045266558668e-19
9398.2705,4.755092563283381e-19,3.8640132101124093e-19
9399.276,1.1314431114878994e-18,3.78599779186947e-19
9417.859,6.982466758052902e-19,4.357985598140358e-19
9418.524,1.1193930316690943e-18,3.979922290841462e-19
9419.973,1.0505925821221027e-18,4.03725671223401e-19
9420.989,2.870411324512377e-19,3.609846559539043e-19
9422.434,1.1083552072147307e-18,3.941166024417954e-19
9423.441,6.666428953853439e-19,3.748586753163428e-19
9441.641,1.1738425149940136e-18,4.2439266692710837e-19
9442.672,1.8376463215400655e-18,4.025991474110925e-19
9444.127,1.0213206032571342e-18,4.0549764943601654e-19
9444.924,8.204662011156845e-19,3.952396540678575e-19
9446.597,9.400533783052085e-19,3.994772454192376e-19
9447.605,1.1806290280087077e-18,3.8308646053775105e-19
9465.786,1.724470337842222e-18,4.302574083289528e-19
9466.818,1.2027158663958769e-18,3.9539919364734506e-19
9468.281,1.2193793268765055e-18,4.1400881750670507e-19
9469.752,7.565900956002087e-19,3.8499729658060964e-19
9470.76,7.292270376493303e-19,3.9652507179079093e-19
9471.7705,4.388200311616182e-19,3.8669682768418137e-19
9488.768,-3.576043066225767e-19,4.158815179218482e-19
9489.926,1.3262535737111139e-18,4.760435667539936e-19
9491.494,1.2949729703288443e-18,4.1488934246705444e-19
9493.457,4.378498789618187e-19,3.7138551082281297e-19
9494.924,5.122448825585001e-19,3.9021307129449556e-19
9495.936,-2.6551041135948552e-19,3.911508602779576e-19
9514.071,1.5171543602210193e-18,4.1399768820351163e-19
9516.967,1.3597900075487136e-18,4.40332794759332e-19
9517.612,4.514855421588446e-19,3.752736849782893e-19
9518.375,5.749221696179126e-19,3.9578706949428803e-19
9519.087,6.168621717250699e-19,3.9606598033063597e-19
9520.101,-4.877424491968152e-20,3.9607828061444294e-19
9537.285,9.743887190748892e-19,4.0641046433698894e-19
9539.255,1.6606592444859515e-18,4.42033856514393e-19
9540.744,8.70078359318637e-19,4.080805268747961e-19
9541.769,7.602889412282069e-19,3.744831734718526e-19
9543.25,1.7439239031637545e-19,4.003530314105525e-19
9544.265,6.872549969234783e-19,3.9782118581633117e-19
9562.74,5.91174206692752e-20,4.019071793772597e-19
9563.398,1.2113995985000895e-18,3.8649229827930916e-19
9564.898,6.436011185057205e-19,4.1085989558026947e-19
9565.925,5.038971236513819e-20,3.7025790298797923e-19
9567.413,1.0735983316279498e-18,3.947738304046197e-19
9568.235,1.3066299199956474e-18,4.23457501117223e-19
9586.509,1.46555791979695e-18,3.8937278493308894e-19
9587.546,1.5076498159792687e-18,3.7839316971637966e-19
9589.049,6.81349331424947e-19,4.66045306341473e-19
9590.08,4.51867650330173e-19,3.7532014703337026e-19
9591.576,1.4561730006315942e-18,3.985413973517724e-19
9592.911,1.410980777630385e-18,4.116184296272398e-19
9610.654,6.271605469639463e-19,3.743866586039704e-19
9611.693,1.831199828940873e-18,3.7473836149514495e-19
9612.346,7.486997142100148e-19,4.00750521909554e-19
9614.235,9.655582955518052e-19,3.703770075519537e-19
9615.739,9.98562846447666e-19,4.020344676542159e-19
9616.76,1.4092322536948e-18,3.9623470872611387e-19
9634.801,-2.791760183817001e-19,3.624064919386779e-19
9635.84,7.51956680358613e-19,3.56788720525732e-19
9637.643,2.104378626859041e-19,4.041387818121336e-19
9638.389,1.0854679028908208e-18,4.170671176599583e-19
9639.902,6.465085797534178e-19,3.986582663377603e-19
9640.924,8.359211735148611e-19,3.9221675302466227e-19
9658.946,4.661049471787686e-19,3.581875315941864e-19
9659.987,1.021147432087546e-18,3.497943467641294e-19
9661.51,7.701359417483774e-19,3.824032722988092e-19
9662.539,1.3379659879539405e-19,3.6336243970876433e-19
9664.065,9.5157181840149e-19,4.068159829966273e-19
9664.415,1.4823718539464402e-18,4.139977437310293e-19
9683.093,1.40462693277896e-19,3.487019840797702e-19
9684.134,8.416892194088414e-19,3.4285827844655443e-19
9685.664,1.1493664834110754e-18,3.804189226103647e-19
9686.694,9.727613852490754e-20,3.5396928375580624e-19
9687.924,9.775301055293387e-19,4.631674352412557e-19
9690.472,1.1146979983552203e-18,4.418764191911563e-19
9707.239,1.105733550164563e-18,3.495009697633916e-19
9708.281,1.3335755701574087e-18,3.4021478797936513e-19
9709.819,-3.9426806593567744e-19,3.659682330741201e-19
9710.851,3.4487424899644355e-19,3.4936206456156243e-19
9712.478,7.882265250565397e-19,4.361073610005675e-19
9713.409,1.0186565687654759e-18,3.968905607462495e-19
9730.376,9.236764102987078e-19,3.41828352963097e-19
9732.428,6.833068062081644e-19,3.3129232658265476e-19
9733.974,7.196725917273172e-19,3.717631936733723e-19
9735.006,2.6083834177234743e-19,3.405879532405851e-19
9735.69,2.2414750142318543e-19,3.893745433314105e-19
9737.574,7.580854324785316e-19,3.914613053128841e-19
9756.146,7.734566591646814e-19,3.5291512546973787e-19
9756.575,1.0940478775407783e-18,3.262156212680669e-19
9758.128,1.3845651435246026e-18,3.59719800508286e-19
9759.162,9.735795508653022e-19,3.3703188536554024e-19
9759.452,4.492126900192706e-19,4.2934626672986626e-19
9761.738,6.623901005246797e-19,3.863039040573916e-19
9779.677,6.257092417817576e-19,3.2139625801507267e-19
9780.723,7.532742637984908e-19,3.205479698709557e-19
9782.282,1.5355205412641344e-18,3.4459485633792255e-19
9783.317,1.4267739533057445e-18,3.2950728158729853e-19
9785.317,1.5856354277734802e-18,4.64680661305076e-19
9785.903,5.990580227960394e-19,3.708404819511338e-19
9803.823,1.321386007369995e-18,3.239484243335492e-19
9804.87,8.79181148958752e-19,3.1737842084030994e-19
9806.4375,1.3121448080502075e-18,3.4183397305509506e-19
9807.473,6.180367056026767e-19,3.184852175491391e-19
9809.3955,7.974186164655264e-19,3.9348332026651407e-19
9810.067,4.411689850625515e-19,3.6473331616123816e-19
9826.948,1.6078649619647418e-18,3.2388376871856173e-19
9829.017,1.3852184384318476e-18,3.0666614222877436e-19
9830.592,1.461128636308253e-18,3.3838561265130433e-19
9831.629,6.548184716637578e-19,3.137254733540334e-19
9833.202,3.2904429879329494e-19,3.610617101212372e-19
9834.232,2.353768320561947e-19,3.5189974272022233e-19
9852.805,1.1458340938401841e-18,3.2913180264634683e-19
9853.164,1.187287098631724e-18,2.9840076068193235e-19
9854.746,5.632919762834585e-19,3.273641798971426e-19
9855.785,4.854179704355905e-19,3.0891232129867162e-19
9857.365,3.0589285323841413e-19,3.5094231970042955e-19
9858.397,1.7630836680812873e-19,3.39580409339922e-19
9876.262,3.40312171286449e-19,3.0567749536047997e-19
9877.312,1.2182245296837633e-18,3.0117151418658956e-19
9878.9,7.790802357997183e-19,3.2115500581550054e-19
9879.94,2.351863630394427e-19,3.0213340811791567e-19
9881.528,1.833692503178934e-19,3.5510539792709466e-19
9881.822,2.653112765891729e-19,3.6663662564341335e-19
9900.408,4.3038826423439842e-19,3.0222714462085304e-19
9901.459,1.2282667803902825e-18,3.033470765397546e-19
9903.056,8.419609530907977e-19,3.1892342123749123e-19
9904.097,6.149737288891368e-19,2.991583169286373e-19
9905.692,4.870690070286752e-19,3.452302486332077e-19
9907.864,3.308131449337758e-19,3.403191031720118e-19
9924.554,8.082712476973333e-19,2.991944312736959e-19
9925.606,1.713725165462535e-18,2.9186978766290706e-19
9927.21,3.1764985704934796e-19,3.150474103516936e-19
9928.252,5.692807644173393e-19,2.9515968322775926e-19
9929.855,-3.202020180425224e-19,3.297934364231258e-19
9930.892,2.687903782188839e-19,3.2906420398967496e-19
9948.7,3.354863515453635e-19,2.927555732469806e-19
9949.754,9.384986414418987e-19,2.811604370834142e-19
9951.364,1.0963641337453938e-18,3.084529314863883e-19
9952.408,3.0045296473103074e-19,2.8625149050206146e-19
9954.019,7.273504310783515e-19,3.303110622723574e-19
9955.057,1.463119506102783e-19,3.2156738488652393e-19
9972.847,8.179455862849339e-19,2.868378138912624e-19
9973.9,5.009002676439197e-19,2.7525148915524533e-19
9975.52,1.3570773181557495e-18,3.0142161264452104e-19
9976.564,4.2214799609510344e-19,2.8106507148940754e-19
