LAMBDA,FLUX,FERROR
8667.286,-3.84832281116678e-18,3.419011405540332e-18
8667.594000000001,-8.021394685330664e-18,2.8443015378581417e-18
8691.247,1.1242076659155196e-17,2.5403174050990985e-18
8691.449,-1.623650315845525e-18,2.1981343543590702e-18
8691.737,-6.423903078564567e-18,3.270329958439994e-18
8692.046999999999,-5.2292013695261055e-18,2.8038610548370217e-18
8715.872,-2.6814430521024798e-18,2.1535488410438575e-18
8715.975,-5.436792557464386e-18,3.2554215138927776e-18
8716.5,-3.185055555840732e-18,2.7145586505397745e-18
8716.646999999999,9.768835672446215e-18,2.488828797586605e-18
8740.319,-2.8439087269219916e-18,2.0993328899166745e-18
8740.632,6.942552645108404e-19,2.264374843319969e-18
8740.953000000001,-7.741769174398721e-19,2.7066376628584346e-18
8741.065,-8.331104225073792e-18,3.0039780033031235e-18
8764.767,1.5459880942542318e-17,2.167073802172369e-18
8765.081,1.9498945995580915e-18,2.13305354259997e-18
8765.09,-7.183616492886144e-19,2.945302793000159e-18
8765.405999999999,-8.995485478129369e-18,2.756661224807767e-18
8787.971,2.6009444287814308e-17,2.291013408751664e-18
8789.53,2.075274524308389e-18,2.096468066494992e-18
8789.541,-5.050974814113834e-18,2.7922661941115777e-18
8789.858,-5.010133081336291e-18,2.6485480451845874e-18
8813.98,-2.6818521237812974e-18,2.0437599236596986e-18
8813.991,-8.956308939181884e-19,2.6919231517266005e-18
8814.312,-3.7836101685172895e-18,2.5817339426892528e-18
8814.833,2.0699670898745778e-17,2.2036385359045273e-18
8838.108,1.3323994829439916e-17,2.105050119038784e-18
8838.43,-1.6954035097383682e-18,1.98221190687098e-18
8838.438,5.823215445959306e-18,2.7956554180836407e-18
8838.765,-6.1981236498584365e-18,2.5834049394136555e-18
8861.654,4.1605469318787145e-19,1.9082001116382267e-18
8862.556,-2.6423940457687993e-18,1.9375934010869464e-18
8862.9,-4.4077278358927585e-18,2.579957299984077e-18
8863.218,-5.472996118600936e-18,2.557281343421189e-18
8887.003,-5.563960940767676e-18,1.9292454683228388e-18
8887.344000000001,-9.060734113389548e-18,2.450596571043848e-18
8887.671,-4.612107355150102e-18,2.5275915101982527e-18
8888.461,-6.329671044028997e-19,1.850928096252392e-18
8911.45,-5.853524536937793e-18,1.966258455609055e-18
8911.778,-2.376912356259962e-18,1.8370347682836706e-18
8911.795,-2.3693075235095025e-18,2.4041332577329563e-18
8912.05,3.1799729249770897e-19,2.490914955587042e-18
8935.896999999999,-5.1439892807873745e-18,1.9518174945459422e-18
8936.228000000001,-6.554052370432701e-19,1.7869768529683557e-18
8936.246,-2.6118423791353026e-18,2.3854002849001678e-18
8936.739,-4.632064991687584e-18,2.546735423588612e-18
8959.838,-4.393695334771108e-18,1.9291758500422087e-18
8960.677,-9.943277521740403e-19,1.7351873843936043e-18
8960.697,-3.93936316803648e-18,2.3178624489071825e-18
8961.029,-2.492370654638669e-18,2.4990589868252576e-18
8985.126,-6.84177248947786e-19,1.6966566152280537e-18
8985.146999999999,-3.0055191222225625e-18,2.2726963300591526e-18
8985.221,-3.568518305527582e-18,1.9350541207855376e-18
8985.482,1.3158736048645248e-19,2.513708572256431e-18
9009.239,-1.074889351704935e-18,1.931051192145889e-18
9009.324,-7.337581693244656e-18,2.2332622952819944e-18
9009.576,-2.3000628842542556e-18,1.6847070798606336e-18
9009.936,-8.937288674435298e-19,2.5036322302370024e-18
9033.687,1.715855139850769e-18,1.921665772722896e-18
9034.025,-5.679930588825921e-19,1.6721451209428372e-18
9034.389,2.7421312149454796e-18,2.6818349133541048e-18
9034.439,-6.044369608587865e-18,2.1964469860412568e-18
9058.134,1.3441944829390116e-18,1.9313180485059546e-18
9058.475,3.827036391622545e-18,1.6299903053441638e-18
9058.501,-5.254621904358099e-19,2.1693163976477228e-18
9058.842,-2.3476047667478603e-18,2.6309034608403432e-18
9082.581,9.381939590082678e-19,1.9347510009274912e-18
9082.925,1.959441693381615e-18,1.5801842397263508e-18
9082.951,-8.84039386093894e-19,2.153029936053661e-18
9083.295,-2.8434508486705018e-18,2.601310115160862e-18
9107.028,-3.4702674322539553e-19,1.9644672034731587e-18
9107.374,1.3821185254272915e-18,1.5420894863797502e-18
9107.402,-1.1420756723788878e-18,2.1215698757661617e-18
9107.747,8.71943405127413e-19,2.4801606289363488e-18
9131.476,3.3364953136429806e-19,1.954060849124779e-18
9131.823,4.557991381770684e-18,1.5142947352173962e-18
9131.854,-2.6919145071472098e-18,2.1182127402463685e-18
9132.2,8.125398079100888e-19,2.4729773702350624e-18
9155.923,5.6222522220951536e-18,1.930255913052321e-18
9156.272,4.510026821193717e-18,1.4867894567086039e-18
9156.305,2.321964883319012e-18,2.130043341384523e-18
9156.653,-3.97269436702369e-18,2.437194012131323e-18
9180.37,4.137699079704141e-18,1.898683704907409e-18
9180.723,4.083823131329601e-18,1.4626383245767435e-18
9180.755,1.4534140779167309e-18,1.9774167488767382e-18
9181.106,4.2997127932518467e-19,2.435870182151002e-18
9204.817,5.622677360134112e-18,1.9255348224545205e-18
9205.172,4.547347174802675e-18,1.4351820096670212e-18
9205.206,9.428300825851628e-18,2.0489692428773167e-18
9205.56,3.8059184722494735e-18,2.4620691674110936e-18
9229.265,6.137328431818664e-18,1.9322779060867657e-18
9229.621,6.615528504726669e-18,1.4257781695304753e-18
9229.657,2.3445300214468925e-18,1.9209151057661826e-18
9230.012,3.7549054137492685e-18,2.465100311921599e-18
9253.712,4.713164457578866e-18,1.8981853373007264e-18
9254.071,6.5384091555663365e-18,1.4061557379881228e-18
9254.108,1.0503527235605788e-17,1.9861659948085433e-18
9254.465,6.954331690423432e-18,2.5359024493620117e-18
9278.159,6.634038009887285e-18,1.9225090013248405e-18
9278.5205,6.999180251569381e-18,1.3862019709070996e-18
9278.559,6.6618525007443604e-18,1.9397674687922616e-18
9278.918,3.720804150031058e-18,2.4536663719068706e-18
9302.602,5.310702242227165e-18,1.9608134591562e-18
9302.968,7.868875081265856e-18,1.398263113846472e-18
9303.007,3.836089669163313e-18,1.894270912785984e-18
9303.37,9.322553539384878e-18,2.5711249687904453e-18
9327.049,7.912693598118526e-18,1.883215206400636e-18
9327.409,8.90455543484222e-18,1.3921621271881307e-18
9327.457,8.657046393800245e-18,1.911091800243063e-18
9327.822,2.1704677644339845e-18,2.3688658743224075e-18
9351.495,1.0137603322718389e-17,1.8775390785179163e-18
9351.858,1.1261100926067591e-17,1.4223717219574856e-18
9351.908,6.716528823690807e-18,1.8676915087585362e-18
9352.274,8.90456325829435e-18,2.367073399783232e-18
9375.942,1.0230996055757389e-17,1.8262136882261054e-18
9376.309,9.982265889014058e-18,1.3798678503151615e-18
9376.359,5.719822046302054e-18,1.831741814192315e-18
9376.728,1.1959180301676623e-17,2.417915050860364e-18
9400.39,1.169314245171885e-17,1.814687969370261e-18
9400.758,1.1042207230105733e-17,1.3569453178357442e-18
9400.811,9.155995067986089e-18,1.8817427830395193e-18
9401.181,1.3179191720967844e-17,2.3864261179878424e-18
9424.837,1.0324010886448909e-17,1.74443252520177e-18
9425.207,1.1428497907847817e-17,1.3427761525707202e-18
9425.261,7.125929679946403e-18,1.835319568056398e-18
9425.634,1.3689492784623482e-17,2.2952698808971762e-18
9449.284,9.59760008316795e-18,1.7162969952674249e-18
9449.657,1.1742228777331853e-17,1.3456882595387062e-18
9449.712,9.028404585119371e-18,1.820008571476625e-18
9450.087,9.908288895027235e-18,2.2169113012517807e-18
9473.731,1.0248142803113552e-17,1.6653239912456763e-18
9474.106,1.0441209694999567e-17,1.3317405135990398e-18
9474.163,9.978471344329783e-18,1.8308075560655102e-18
9474.539,6.3790037257136064e-18,2.1056602742694e-18
9498.179,1.1123265951835773e-17,1.6317517442033562e-18
9498.556,7.82250811435562e-18,1.300445579614607e-18
9498.613,8.711502429830927e-18,1.835697024334608e-18
9498.992,9.611130775045039e-18,2.1245037937153055e-18
9522.626,9.078639599325988e-18,1.5931333017729294e-18
9523.006,8.598750623407902e-18,1.3037132906844037e-18
9523.064,1.2784142868387154e-17,1.8157746483435408e-18
9523.445,9.517107199567971e-18,2.0787167063681282e-18
9547.073,9.198814694203279e-18,1.5565107363181976e-18
9547.455,1.2311129158606816e-17,1.3503191979521027e-18
9547.516,9.466644919907248e-18,1.796646609907031e-18
9547.898,9.184345992447512e-18,2.0116777694641995e-18
9571.5205,9.238260283626462e-18,1.52926580729767e-18
9571.904,1.3262902074082984e-17,1.3390752304669283e-18
9571.967,1.2292394932504634e-17,1.8114381761476814e-18
9572.352,9.680565595303845e-18,2.0145452923000462e-18
9595.968,8.375044285474484e-18,1.486605117391807e-18
9596.354,1.1171024848429526e-17,1.3143707306428804e-18
9596.418,9.012016015206276e-18,1.790559129941083e-18
9596.804,9.687243350654061e-18,1.9323066378893737e-18
9619.547,7.953614532178615e-18,1.2694783992464342e-18
9620.415,7.788763919178663e-18,1.4518206291120977e-18
9620.868,6.863413634100976e-18,1.7520476997214104e-18
9621.257,6.916641272118715e-18,1.843239343208183e-18
9644.862,9.64430332954571e-18,1.4262729965233214e-18
9645.319,8.054937826363748e-18,1.7842850142100502e-18
9645.71,1.1343949118707519e-17,1.880273515535345e-18
9646.449,5.678320997369862e-18,1.2526031742079247e-18
9669.31,1.0761866644653148e-17,1.4050795248261234e-18
9669.702,9.21563894110607e-18,1.285895069673274e-18
9669.7705,5.7236096840730495e-18,1.773015420649603e-18
9670.158,-5.540558737401678e-19,1.929859353113597e-18
9693.757,9.595463386355477e-18,1.387533353346727e-18
9694.152,1.1724666214130044e-17,1.3034718595108472e-18
9694.221,1.1902819787237078e-17,1.805561539689997e-18
9694.626,3.792465677296461e-18,1.765948045221521e-18
9717.023,1.0114571758481544e-17,1.3558068067998688e-18
9718.558,1.095055903202291e-17,1.3122562236221025e-18
9718.672,2.1365162204211218e-18,1.718018450079099e-18
9719.069,5.8212298309083054e-18,1.6968318979758155e-18
9743.089,9.844704487539168e-18,1.3208094144455204e-18
9743.123,6.057138582348679e-18,1.7676054330846666e-18
9743.522,6.0548562205949866e-18,1.6757616745871997e-18
9743.724,7.893659231720572e-18,1.3054870615356088e-18
9767.099,8.976296233685544e-18,1.2843971349749344e-18
9767.481,-7.17019658861987e-19,1.747493909772285e-18
9767.5,9.820335801859495e-18,1.294911638635298e-18
9767.725,4.401758746100189e-18,1.695414698652067e-18
9790.954,9.667759335047979e-18,1.2715887646079532e-18
9791.546,1.1503720346662508e-17,1.2845521565764806e-18
9792.211,8.816920569039028e-18,1.7978802037096377e-18
9792.853,3.4262907353786587e-18,1.6455989598627227e-18
9815.993,1.1492830061483214e-17,1.2788369991599634e-18
9816.476,1.2116416901487079e-17,1.830191185854407e-18
9816.881,1.0468288476925731e-17,1.6038605167311514e-18
9817.289,9.561958359375475e-18,1.3107504515605085e-18
9840.44,8.530824120095777e-18,1.2229281645797322e-18
9840.849,8.535741203671644e-18,1.3108372718781446e-18
9840.926,7.891558027153824e-18,1.7887282386452587e-18
9841.1875,8.429657969426951e-18,1.6601303632770238e-18
9864.889,7.113330966215405e-18,1.183736417596779e-18
9865.257,1.2528322527342711e-17,1.9543778735105054e-18
9865.298,9.189733905238771e-18,1.2859876593058376e-18
9866.037,7.268740583281397e-18,1.5486259226701918e-18
9889.035,8.767642751747455e-18,1.1947820664672458e-18
9889.748,9.038370560283531e-18,1.3079444913776602e-18
9890.08,9.202029580256337e-18,1.853681390444282e-18
9890.24,9.727803743870419e-18,1.5301636400413058e-18
9914.046,8.35157121136627e-18,1.1945381340398539e-18
9914.197,9.675181251839999e-18,1.345375207576248e-18
9914.278,9.424621936615171e-18,1.868996810925493e-18
9914.693,1.0573087449177442e-17,1.550465378220122e-18
9938.23,8.017916974599735e-18,1.151032305030823e-18
9938.548,6.901430397079917e-18,2.0553867388308252e-18
9938.646,1.1811979913587166e-17,1.3874640884216742e-18
9939.146,1.1276967310687557e-17,1.5341512056816455e-18
9962.678,1.0120052834754829e-17,1.151405957873435e-18
9963.096,1.1816420725330429e-17,1.4054143223432353e-18
9963.6,1.136616609108067e-17,1.5118007432007213e-18
9963.626,5.958769471460754e-18,1.9029135389049794e-18
9987.125,1.040138965835212e-17,1.1362578145227331e-18
9987.545,1.1062478076449316e-17,1.3730712448254517e-18
9987.631,1.1774429455003458e-17,1.8979943365072164e-18
9988.053,7.450512009102915e-18,1.4595866900566662e-18
10011.554,1.0908372841107736e-17,1.120241668365337e-18
10011.994,1.1993742618835392e-17,1.3615463326340665e-18
10012.082,1.1425594444030222e-17,1.8887608788029166e-18
10012.506,9.46145515189951e-18,1.4500525791437851e-18
10036.038,1.0329907243580297e-17,1.115166567260681e-18
10036.444,1.0528176285068675e-17,1.3520016832402282e-18
10036.532,9.516656159296768e-18,1.8364692331050382e-18
10036.959,1.2310479161109476e-17,1.4607997327303448e-18
10060.467,8.88804976267423e-18,1.101297688426747e-18
10060.894,8.240101462511747e-18,1.3560012551244147e-18
10060.983,1.01841698722574e-17,1.913767327258864e-18
10061.411,1.1106846624048129e-17,1.4131312558440258e-18
10084.914,1.0651659977770414e-17,1.103756476031836e-18
10085.343,1.0707310787808554e-17,1.4081368778166469e-18
10085.435,1.0581890101533396e-17,1.918909110108933e-18
10085.864,1.1513463413087642e-17,1.4342276668233281e-18
10109.362,1.3372787192862704e-17,1.1205380745091656e-18
10109.792,1.35115864231317e-17,1.4313741123959328e-18
10109.885,1.2714711887143504e-17,2.014593226885834e-18
10110.318,1.2602737039647912e-17,1.4586439038647616e-18
10133.81,1.1967369580858169e-17,1.1138786631717417e-18
10134.241,1.2976054256298148e-17,1.4383631921058549e-18
10134.336,1.3284567744429261e-17,1.973298931905728e-18
10134.7705,1.0463970400874767e-17,1.4181426351190237e-18
10158.257,1.0870154620205299e-17,1.095243785170422e-18
10158.69,1.3170086732753945e-17,1.4548109859407828e-18
10158.786,8.59929920274811e-18,1.9312775228158677e-18
10159.224,8.429710870386836e-18,1.3373327211088878e-18
10182.704,1.2210205651885006e-17,1.0888657422652604e-18
10183.141,1.2591332385028157e-17,1.4353538028622581e-18
10183.237,1.3316604503826267e-17,2.0165272590139902e-18
10183.677,1.2234375871106566e-17,1.419632254091246e-18
10207.124,1.162872671563175e-17,1.4352294449694907e-18
10207.15,1.2417931119535786e-17,1.086944681544885e-18
10207.6875,1.359212627415937e-17,2.098623625918974e-18
10208.13,1.1096324266002018e-17,1.3636400295078359e-18
10231.589,1.1146103298900808e-17,1.053826989819826e-18
10232.138,9.659402514737078e-18,1.9221161872516945e-18
10232.424,1.2711040385604278e-17,1.4915051598830715e-18
10232.581,1.1385347817730654e-17,1.3326110794722426e-18
10256.036,1.0513670856919771e-17,1.0324955573259172e-18
10256.483,1.3215043389781037e-17,1.4380944853205222e-18
10256.588,1.3426376905548456e-17,1.920347545273901e-18
10257.032,1.1841191348841567e-17,1.3580196232932088e-18
10280.483,9.913249312343181e-18,1.0115090848252793e-18
10280.933,1.269869043134226e-17,1.395358180080378e-18
10281.038,7.878421213307958e-18,1.7888343469915063e-18
10281.486,1.044743499023961e-17,1.2909979576345526e-18
10303.589,9.951587666933475e-18,9.937085878957216e-19
10305.382,1.0453691843154241e-17,1.3416105932736259e-18
10305.489,1.0985564763979582e-17,1.7944559647274157e-18
10305.938,1.0495204399341664e-17,1.279820493774967e-18
10329.831,1.0562390524264402e-17,1.312515054517125e-18
10329.94,1.3436405969484815e-17,1.7810285128096346e-18
10330.27,8.424044597612017e-18,9.641179737074582e-19
10330.392,1.1996887604896789e-17,1.2767975540213241e-18
10354.182,9.834572500143555e-18,1.0285243890751386e-18
10354.28,1.1294758015904074e-17,1.3013748639106333e-18
10354.387,9.906293898218387e-18,1.7669556904041324e-18
10354.845,8.604687309329618e-18,1.2450229795243125e-18
10378.272,8.447319336660906e-18,9.968553943077064e-19
10378.7295,1.145153192912188e-17,1.3007364904111178e-18
10378.856,8.841063251037253e-18,1.6511337963782186e-18
10379.298,1.1126481049894814e-17,1.2969696945974532e-18
10402.23,1.1296935176484977e-17,1.3212254720232115e-18
10402.72,7.784149366950296e-18,9.862885072533612e-19
10403.293,1.0124680613812332e-17,1.6663558823059059e-18
10403.751,7.600382504240824e-18,1.2636614967195612e-18
10427.168,8.250455850513968e-18,1.0029381480362077e-18
10427.743,1.097343662668379e-17,1.6547580654521943e-18
10428.204,9.265021298485039e-18,1.3020367261690618e-18
10428.464,7.649240216135853e-18,1.3124409911455129e-18
10451.615,7.394624247898082e-18,1.0075129389162526e-18
10452.078,7.269350747454296e-18,1.2700426661587669e-18
10452.194,9.58985986150097e-18,1.6211869637880598e-18
10452.657,9.085982424036572e-18,1.2544485018460108e-18
10476.0625,6.376562965642215e-18,1.0141847910004682e-18
10476.527,9.09684023167239e-18,1.224349938256345e-18
10476.645,1.0956391471683063e-17,1.5871137205604223e-18
10477.11,6.774973100248084e-18,1.3251590753983457e-18
10499.1455,3.3923555102207688e-18,9.863771972208842e-19
10500.977,6.7514938409586485e-18,1.1846467890193685e-18
10501.096,1.0023406214288951e-17,1.574289856865925e-18
10501.563,6.185111207143432e-18,1.2672793207311145e-18
10524.363,5.852867063486521e-18,1.1824872494328326e-18
10525.547,6.940362622218104e-18,1.5387678987240869e-18
10526.017,7.806670338920247e-18,1.2861184409222275e-18
10526.239,2.1662780844303457e-18,9.872439419009807e-19
10549.404,4.290963303646024e-18,1.0473352752951218e-18
10549.942,7.938876382694826e-18,1.6107479280200885e-18
10550.47,9.367885571087003e-18,1.298868550480465e-18
10550.848,5.420846671957151e-18,1.188676991210922e-18
10573.852,5.701943864873312e-18,1.0456216812158745e-18
10574.325,4.9310885749527385e-18,1.1397260991716866e-18
10574.579,3.1203537391379718e-18,1.52606138751254e-18
10574.923,8.713930212560086e-18,1.3215340238006513e-18
10598.299,4.407651652848616e-18,1.0512990008221919e-18
10598.774,5.712795318470101e-18,1.115053849197038e-18
10598.899,7.226930091286692e-18,1.4995999902229676e-18
10599.363,4.544419307373823e-18,1.3672240811364208e-18
10620.195,3.1428086782037467e-18,9.983340106403403e-19
10623.223999999998,5.8413910999636274e-18,1.0913612185536286e-18
10623.351,6.633547588251749e-18,1.4544307842457191e-18
10623.616000000002,7.370531108214198e-18,1.4255442424387505e-18
10647.673,4.9410569863415845e-18,1.0675796068153265e-18
10647.801,7.819750180752755e-18,1.4602538990345218e-18
10648.673,5.592875471517532e-18,1.3178479426882144e-18
10649.726,1.2823346681063959e-18,9.700435582288456e-19
10671.641,1.538105563184264e-18,1.0306511767047654e-18
10672.123,3.759701671706967e-18,1.0471057080918207e-18
10672.187,9.426894301361011e-18,1.4977543103913772e-18
10672.734,2.880361540526217e-18,1.3048502632171202e-18
10696.088,3.664363187120476e-18,1.0177552916671931e-18
10696.572,3.893977226693103e-18,1.0162296099721304e-18
10696.83,4.897810282345696e-18,1.3824562394724742e-18
10697.1875,5.42138064010611e-18,1.334130221866381e-18
10720.535,3.0226084688248465e-18,1.01531479585032e-18
10721.021,3.826004995596053e-18,9.988568345043013e-19
10721.078,3.7072608712123475e-18,1.3479895011922693e-18
10721.641,3.523039141451311e-18,1.3700885698404393e-18
10744.982,2.864045240604097e-18,1.0329525090524388e-18
10745.471,2.0972944205445387e-18,9.92994010037768e-19
10745.734,5.46198611964326e-18,1.3672723409015325e-18
10746.094,2.3095604865941336e-18,1.3648805493317218e-18
10769.431,3.3596933802018492e-18,1.0524255150201215e-18
10769.921,2.313575175952383e-18,9.68594289612379e-19
10770.056,4.11700769453985e-18,1.3025984854318565e-18
10770.547,-3.2161225238236684e-19,1.3892289473803289e-18
10793.878,3.959877754365296e-18,1.036553126564658e-18
10794.37,3.656893476247468e-18,9.49098847880111e-19
10794.506,3.68119918138015e-18,1.3094833336315838e-18
10794.999,-5.127091256897371e-19,1.3729886457509498e-18
10818.325,3.742982638588218e-18,1.0457694492620974e-18
10818.819,4.6577137824126345e-18,9.40550777114644e-19
10818.957,9.94452894705309e-19,1.2943483975100298e-18
10819.452,5.942155095792867e-19,1.3777252626245946e-18
10842.772,2.8359085644592333e-18,1.0622402588848487e-18
10843.27,5.100078555275655e-18,9.25821415845255e-19
10843.408,1.7325451943306012e-18,1.2660933697289303e-18
10843.905,1.1612458691855709e-18,1.4132270892678725e-18
10867.22,3.9433948824645495e-18,1.0781884076991647e-18
10867.719,3.690645131763136e-18,9.104783978257264e-19
10867.859,-3.250704327860181e-19,1.2614373573505486e-18
10868.358,1.9456354301158504e-18,1.3672055693214509e-18
10891.667,3.5287364921161945e-18,1.0612990401881983e-18
10892.168,4.396245755871342e-18,9.11301452540275e-19
10892.311000000003,1.2314172799577518e-18,1.249108986474918e-18
10892.812,1.8125300664110725e-18,1.401878488652548e-18
10916.114,4.622418495563605e-18,1.0776153215132684e-18
10916.617,4.524489531327027e-18,9.015982608036995e-19
10916.761,2.725329359928165e-18,1.2031473521068846e-18
10917.265,5.4462608209229576e-18,1.458258105610717e-18
10940.562,5.956367132666493e-18,1.093485674134543e-18
10941.067,5.771755565814821e-18,8.906170113806373e-19
10941.212,3.967985949985722e-18,1.2139023029366195e-18
10941.717,3.4506600349320458e-18,1.4745966636446009e-18
10965.008999999998,6.2626338469034604e-18,1.1117734868104908e-18
10965.517,4.051384910502169e-18,8.715109982113667e-19
10965.663,6.6320128996739655e-18,1.1995346938828688e-18
10966.17,4.196532395185983e-18,1.4806759037702747e-18
10989.456,2.5905576701613427e-18,1.09804737250518e-18
10989.966,3.34692790537492e-18,8.615384284342825e-19
