LAMBDA,FLUX,FERROR,MASKGOOD
8398.09,1.879230437813924e-18,1.2704903650319492e-18,True
8398.3545,2.0224605490006635e-18,1.7278833779210318e-18,True
8398.368,1.7260070094737123e-18,1.6852280686243368e-18,True
8398.639000000001,2.4304729119920913e-18,1.6342939551198859e-18,True
8422.536,1.8960229974836994e-18,1.243104814804376e-18,True
8422.625,3.988682463679792e-18,1.6835868560824536e-18,True
8422.806,-2.260912973945071e-19,1.6950888205814656e-18,False
8423.091999999999,6.834559980010093e-19,1.5372380999716753e-18,False
8446.983,3.877092790517501e-18,1.204014667421344e-18,True
8447.256,2.456826220835713e-18,1.685138844009013e-18,True
8447.545,3.7532545917543276e-18,1.500331725180296e-18,True
8447.711,6.790636210705163e-19,1.619198439479708e-18,False
8471.431,2.310673523030629e-18,1.1425244050693028e-18,True
8471.706,4.6155409719794694e-18,1.7373614267753108e-18,True
8471.716,5.492697056418764e-19,1.5989720145052355e-18,False
8471.997,6.97460568947677e-18,1.4653456418989634e-18,True
8495.873,4.8294561745446515e-18,1.1329841413704834e-18,True
8496.154,3.351454165176486e-18,1.610066894568164e-18,True
8496.165,3.03206262795764e-18,1.6659794520791762e-18,True
8496.444,2.76534866453542e-18,1.4567255008434737e-18,True
8519.305,2.700926607216725e-18,1.0341683669843914e-18,True
8520.6045,5.378244407218914e-18,1.5657883981129068e-18,True
8520.61,1.715219605022278e-18,1.5749074678776018e-18,True
8520.896,2.1372413332773245e-19,1.402972649153147e-18,False
8544.839,1.666573099903941e-18,1.5349600494917796e-18,True
8545.001,6.285566412575287e-18,1.7411909062686317e-18,True
8545.35,3.8082959699742495e-18,1.4182971363290568e-18,True
8545.921,1.5640296664252437e-18,1.0601028970267129e-18,True
8568.747,2.080176645339156e-18,1.355345992153739e-18,True
8569.212,1.6878916374824128e-18,1.053581923313699e-18,True
8569.533000000001,7.26951661947732e-18,1.77361333378973e-18,True
8569.98,-1.0874214838089234e-18,1.4728017136653337e-18,False
8593.659,2.1678106797128168e-18,1.0563693342052294e-18,True
8593.957,4.132597574473035e-18,1.4502544761304853e-18,True
8593.958,5.5116442616952e-20,1.4716094791677234e-18,False
8595.162,9.931677286061575e-19,1.307868520006429e-18,False
8618.106,2.110355694205388e-18,1.065572639599214e-18,True
8618.407,2.180608824436096e-18,2.0192918180577273e-18,True
8618.709,1.1973941873554285e-18,1.3425221989187978e-18,False
8642.544,1.924335983599297e-18,1.0631484821527895e-18,True
8642.856,7.704055726934072e-18,1.431717294768803e-18,False
8642.858,2.0241584171266057e-18,1.3768026277295883e-18,True
8643.162,2.5215951080087007e-18,1.343284110145997e-18,True
8666.45,2.448031037387412e-18,1.3759903802665776e-18,True
8667.013,-3.4191120868895285e-19,1.032440607404603e-18,False
8667.094000000001,1.0787660417331878e-17,1.5039381557271212e-18,False
8667.614,4.6374229113062946e-18,1.3273587170959059e-18,True
8691.448,-1.6337559747411295e-18,1.0345456728433936e-18,False
8692.067,2.2186716295572257e-18,1.2886873465477342e-18,True
8692.179,9.007297462521502e-18,1.3882474297924244e-18,False
8692.207,7.2585551262077915e-19,1.3463118512799176e-18,False
8715.8955,1.7239426551813792e-18,9.913647738429051e-19,True
8716.204,6.557896096716786e-18,1.2865738740887235e-18,True
8716.21,1.7689060202947572e-18,1.2445095375398702e-18,True
8716.5205,-2.7620042147810297e-18,1.262503430902644e-18,False
8740.343,1.4403710281655047e-17,1.1549133763109674e-18,False
8740.653,5.4359682935888004e-18,1.2223448836379829e-18,True
8740.661,1.6851218029768352e-18,1.196252276738772e-18,True
8740.974,-2.102961671678832e-18,1.2702683441957934e-18,False
8763.879,1.459897456384271e-17,1.10748707485929e-18,False
8765.103000000001,3.129245992893298e-18,1.157514426186528e-18,True
8765.112,9.165070125796382e-19,1.1246028286538291e-18,False
8765.427,1.9541637592173917e-18,1.219322035582088e-18,True
8789.519,4.6971984411136534e-18,1.1177031184266226e-18,True
8789.553,2.376731666499215e-18,1.1389739535463531e-18,False
8789.88,4.6067996882959114e-18,1.2001054727269795e-18,True
8790.337,1.6532451683372685e-17,1.1362571457876483e-18,False
8813.684000000001,7.062525971991289e-18,9.543366108230666e-19,True
8814.001,3.1735201693720374e-18,1.108425052632977e-18,True
8814.046,6.419164240675378e-18,1.1376921800852007e-18,True
8814.333,1.94891597829306e-18,1.1887139283249394e-18,True
8837.726,3.8533047337514195e-18,1.11296793990988e-18,True
8838.131,4.879842687355746e-18,9.512568568027763e-19,True
8838.464,1.6664713501062323e-18,1.0529615698490462e-18,True
8838.786,6.792458921669005e-19,1.1785186012389118e-18,False
8862.578000000001,1.8397584311652237e-18,9.227384081725211e-19,True
8862.587,3.194949133469576e-18,1.1648545525179679e-18,True
8862.915,1.602648590965844e-18,1.0076329393233922e-18,True
8863.936,2.6282848353799567e-18,1.0277769466854186e-18,True
8887.025,2.5072352764750696e-18,9.201540447519964e-19,True
8887.35,2.540181159384445e-18,1.0096037320379372e-18,True
8887.366,2.760594655875651e-18,9.745789408191451e-19,True
8888.176,3.2055163058239605e-18,1.1413941366727018e-18,True
8911.473,2.803500625361418e-18,9.052853875609514e-19,True
8911.799,2.5692336603424397e-18,9.83772438747245e-19,True
8911.815999999999,1.4312269401417099e-18,9.624051353580684e-19,True
8912.145,3.2508667325179123e-18,1.183286450132712e-18,True
8935.562,4.426652033996336e-18,9.211555908994159e-19,True
8936.248,4.035369415764373e-18,9.6096178912182e-19,True
8936.268,1.7316838087712518e-18,9.393290115907336e-19,True
8936.598,4.06245642003699e-18,1.1465975371662758e-18,True
8959.684000000001,4.7410731703869816e-18,9.342909247840722e-19,True
8960.697,2.402458216573068e-18,9.344451680561984e-19,True
8960.841,3.724929010170848e-18,9.309192098481423e-19,True
8961.051,3.008478194285958e-18,1.143631681042696e-18,True
8984.814,3.022023746983413e-18,8.90948574694707e-19,True
8985.146,3.2621480260312934e-18,9.417258710805023e-19,True
8985.504,3.5680295198781485e-18,1.134585376627902e-18,True
8985.945,7.392439278755255e-19,9.049560499597936e-19,False
9009.261999999999,4.880412938317938e-18,9.079305106073686e-19,True
9009.596,4.4531325274415036e-18,9.033614649142875e-19,True
9009.62,4.316117392718893e-18,9.092178316189648e-19,True
9009.957,5.432894935871896e-19,1.1616010884644644e-18,False
9033.709,3.947782783579274e-18,9.0587838496653e-19,True
9034.045,5.07160009912708e-18,8.76750964043284e-19,True
9034.071,5.804288827958732e-18,8.829286585853725e-19,True
9034.41,1.3853063903138159e-18,1.1304978320393378e-18,True
9058.155,5.9210110589379695e-18,9.365639286150587e-19,True
9058.495,5.7271408470766674e-18,8.845749181899911e-19,False
9058.521,5.3823817571230396e-18,8.880917504651883e-19,False
9058.863000000001,6.878205439463582e-18,1.1492738242128955e-18,False
9082.603000000001,4.9780982590367516e-18,9.467724945356215e-19,False
9082.944,5.834991148757723e-18,8.666009655814993e-19,True
9082.973,6.0430941946799025e-18,8.835038764481006e-19,True
9083.315,7.09096666588724e-18,1.143006472752579e-18,True
9107.05,5.2215436314546255e-18,9.28981524798026e-19,True
9107.394,6.2222521478477885e-18,8.486480819769692e-19,True
9107.424,3.998110750831164e-18,8.375715289743705e-19,False
9107.769,8.096792866900311e-18,1.1481237839945506e-18,True
9131.497,9.567536254560914e-18,9.580823458177271e-19,True
9131.843,6.4072720330422845e-18,8.344169387699156e-19,True
9131.874,5.401487859559151e-18,8.406431606460262e-19,False
9132.222,1.0332267965916676e-17,1.154365543882914e-18,True
9155.944,9.503084661138143e-18,9.409245442886632e-19,True
9156.292,1.07708179277145e-17,8.57642318785939e-19,True
9156.325,6.422769858347736e-18,8.246206896073242e-19,True
9156.675,1.1533578400347062e-17,1.1650861158448758e-18,True
9180.392,9.096357663664952e-18,9.326720140097058e-19,True
9180.741,8.71916468617645e-18,8.117378211155859e-19,True
9180.776,7.052242396779569e-18,7.901899795661098e-19,True
9181.128,9.228579874645766e-18,1.1396643826610312e-18,True
9204.839,8.4425913580015e-18,9.26090255499638e-19,True
9205.19,9.034740700008342e-18,7.991335432246879e-19,True
9205.226999999999,9.428187823933783e-18,8.10957949349427e-19,True
9205.58,1.1087361882092517e-17,1.1411899806713663e-18,True
9229.285,9.822333180899151e-18,9.507824259971767e-19,True
9229.641,8.843037234289996e-18,7.7752887686564445e-19,True
9229.678,8.871040494320887e-18,7.830452848731804e-19,True
9230.033000000001,9.070656143680916e-18,1.11946959103326e-18,True
9253.732,8.258478396848844e-18,9.184443606889463e-19,True
9254.09,9.351217685667307e-18,7.7868874137105245e-19,True
9254.129,8.569086260145854e-18,7.699521329820222e-19,True
9254.485999999999,8.239655750609365e-18,1.1153882572370256e-18,True
9278.18,1.0583720422272367e-17,9.508334327903751e-19,True
9278.539,1.0584610202158835e-17,7.749557369999981e-19,True
9278.58,8.053976252953096e-18,7.596840556411873e-19,True
9278.939,1.0767903992846992e-17,1.1388962622278826e-18,True
9302.627,1.0309935466128771e-17,9.462360565322904e-19,True
9302.988000000001,9.611505211412263e-18,7.530525651441209e-19,True
9303.03,1.1433883575551871e-17,7.823703120586954e-19,True
9303.393,1.0525508583852913e-17,1.1427141024438836e-18,True
9327.074,1.0048808419506704e-17,9.426711225659894e-19,True
9327.4375,9.501551875865816e-18,7.471633388591825e-19,True
9327.481,1.2344701011745364e-17,7.970483774767965e-19,True
9327.845,1.114402393972468e-17,1.1498064133658563e-18,True
9351.521,1.136329912482116e-17,9.687216555682907e-19,True
9351.886999999999,1.1647776454007291e-17,7.551375271979015e-19,True
9351.933,1.1668399893042814e-17,7.668036787140289e-19,True
9352.298,1.135847610112782e-17,1.1600227836368744e-18,True
9375.968,1.1437373951305264e-17,9.68420406379736e-19,True
9376.337,1.2833982579168376e-17,7.605675329911448e-19,True
9376.384,1.1483830933237639e-17,7.617277905915289e-19,True
9376.751,1.1678077662859462e-17,1.1773603903218808e-18,True
9400.415,1.0304846682435375e-17,9.891865949029507e-19,True
9400.786,1.2217347242724067e-17,7.510040770151762e-19,True
9400.829,1.2321453495860267e-17,7.754347763580076e-19,True
9401.203000000001,1.1180625241429495e-17,1.1568277066185967e-18,True
9424.857,1.1041294512393959e-17,9.489183200200036e-19,True
9425.234,9.82570285895266e-18,7.211182194818526e-19,True
9425.277,1.066933571459932e-17,7.348323403339627e-19,True
9425.652,1.2652367943324112e-17,1.1958508058479687e-18,True
9449.305,1.089275758211543e-17,9.271609275195942e-19,True
9449.676,1.1092317735890872e-17,7.225820212849595e-19,True
9449.729,9.815875493629573e-18,7.207906820118304e-19,True
9450.105,1.274139361676688e-17,1.145750456618258e-18,True
9473.752,1.3093141047627172e-17,9.511008767141655e-19,True
9474.126,1.0567309313629976e-17,7.109619510948115e-19,True
9474.18,1.0410023481613667e-17,7.286075593369623e-19,True
9474.559000000001,1.2907732310440251e-17,1.1153416124840824e-18,True
9498.199,1.195172756443348e-17,9.049750816487084e-19,True
9498.575,9.771692971445003e-18,6.9783447326889025e-19,True
9498.63,1.1024670270219529e-17,7.19521474690244e-19,True
9499.011999999999,1.2485413001685432e-17,1.089604429324425e-18,True
9522.646,1.111807012667691e-17,8.74828445079983e-19,True
9523.024,1.0242582230560609e-17,6.882738578874074e-19,True
9523.081,1.0981981693156933e-17,7.12507406654388e-19,True
9523.464,1.1156277581620901e-17,1.0537948191263872e-18,True
9547.093,1.1087814369005854e-17,8.579299268961634e-19,True
9547.474,1.1749526859180412e-17,7.119373459958633e-19,True
9547.532,9.926948286577689e-18,7.030035259380307e-19,True
9547.917,1.2175498589016254e-17,1.046667617129864e-18,True
9571.54,1.1251076676953719e-17,8.413712061864044e-19,True
9571.923,1.2165451682575504e-17,7.035808723459907e-19,True
9571.983,9.486172988574792e-18,6.891674533794984e-19,True
9572.37,1.2568610780759571e-17,1.0217745708396615e-18,True
9595.457,6.765203127812257e-18,6.262466530885124e-19,False
9595.987,9.982432714755816e-18,8.06117981612108e-19,True
9596.434000000001,1.1227482275307443e-17,7.052040665835691e-19,True
9596.822,9.673967149458378e-18,9.810627877779685e-19,True
9620.435,1.059526229642032e-17,7.951157629529651e-19,True
9620.885,1.0119921509949446e-17,6.917423837225171e-19,True
9621.212,1.0207283601031528e-17,9.747021291591885e-19,True
9621.893,8.961965188844362e-18,6.624993846432103e-19,True
9644.882,1.0814853167592807e-17,7.812133496593732e-19,True
9645.271,1.1957762006572944e-17,6.922660635528333e-19,True
9645.336,1.1223736180947213e-17,7.069564317062461e-19,True
9645.768,5.680494299432459e-18,9.8200489299534e-19,False
9669.329,1.0290230582543612e-17,7.609721797036826e-19,True
9669.721,1.1428345954617764e-17,6.869540223350851e-19,True
9669.786,1.2444125451087099e-17,7.095584652578765e-19,True
9670.181999999999,9.84866881656503e-18,9.390640349937395e-19,True
9693.098,9.65233017318985e-18,7.6948039185696355e-19,True
9694.148000000001,1.0992699594980674e-17,6.930989174398993e-19,True
9694.237,1.095534395626024e-17,7.064639777599698e-19,True
9694.635,1.1093010876860887e-17,9.190373937928544e-19,True
9718.0205,1.0955163193902352e-17,7.073338712776337e-19,True
9718.232,1.0106383913697767e-17,8.913353524759672e-19,True
9718.645,9.950761040872427e-18,6.724595425083853e-19,True
9719.226999999999,1.0418919579467797e-17,7.496018765574598e-19,True
9742.67,1.1891824913618514e-17,7.461404558204293e-19,True
9743.068000000001,1.0127568927271429e-17,6.658382090286057e-19,True
9743.64,8.984156484434287e-18,6.953098901096079e-19,True
9744.061,8.733321867244522e-18,8.8729959981357e-19,True
9766.8,1.1174716977229435e-17,6.87849605995021e-19,True
9767.117,1.1195082066558524e-17,7.194722419009668e-19,True
9767.59,1.1299074474881655e-17,7.069163525671683e-19,True
9767.993,9.021200291727144e-18,8.712810333731484e-19,True
9791.564,1.2533339714311472e-17,7.239773171021498e-19,True
9791.636,1.2123950194323782e-17,8.580736952384325e-19,True
9792.041,1.2316926319852593e-17,7.140410830685712e-19,True
9792.863000000001,1.077205263008734e-17,6.821660910160781e-19,True
9816.011999999999,1.1456090841186258e-17,7.028278506374134e-19,True
9816.107,9.663032271903962e-18,6.845883198179439e-19,True
9816.417,1.1156080218154243e-17,6.8470539077975e-19,True
9817.444,1.0724350167798502e-17,8.586621934734037e-19,True
9840.459,1.1478415710472607e-17,7.002263412983175e-19,True
9840.866,1.2367931382697324e-17,7.014482571089302e-19,True
9841.190999999999,1.041408444231114e-17,7.093091020304377e-19,True
9841.353000000001,1.063589593848172e-17,8.228251893875323e-19,True
9864.731,1.1102423114108112e-17,6.875705734918807e-19,True
9865.315,1.1266636655036692e-17,6.924107003603385e-19,True
9865.394,1.0541591602745336e-17,7.103517284037773e-19,True
9865.805,1.2706905339511954e-17,8.223960751534262e-19,True
9888.879,8.596108372476072e-18,6.861368620102377e-19,False
9889.583,1.1380035413378124e-17,6.8473274462972115e-19,True
9889.765,1.1370233425223699e-17,7.032059782500635e-19,True
9890.258,1.2430262962252974e-17,8.075418016737425e-19,True
9913.8,1.1225054066961646e-17,6.662797913256167e-19,True
9914.214,1.114431670961135e-17,7.098495740468206e-19,True
9914.711,1.352173702329336e-17,8.111437214656936e-19,True
9914.965,7.49506410744525e-18,6.9624346157670455e-19,False
9938.247,1.2592329986250367e-17,6.773458967484236e-19,True
9938.663,1.1308765408828272e-17,7.276246705149197e-19,True
9938.746,1.0786462654260902e-17,7.232492173329952e-19,True
9939.164,1.2900845572442199e-17,7.972237017752775e-19,True
9962.694,1.2775448717412331e-17,6.627109887886751e-19,True
9963.112,1.166371143907515e-17,7.086084719629668e-19,True
9963.196,1.1430747169280602e-17,7.317650310602656e-19,True
9963.617,1.2399736210094154e-17,7.790689864374834e-19,True
9987.121,1.2549629636183779e-17,6.61800280137845e-19,True
9987.5625,1.2460330772570954e-17,7.158689067028912e-19,True
9987.646999999999,1.1507332992582932e-17,7.20389063001564e-19,True
9988.07,1.0982601959106371e-17,7.509734660027156e-19,True
10011.617,1.0744504880820499e-17,6.24893734954737e-19,True
10012.011999999999,1.165006287935387e-17,7.114928418596417e-19,True
10012.099,1.205260449388056e-17,7.372035462394506e-19,True
10012.523000000001,1.2208767409130124e-17,7.412459442214581e-19,True
10036.036,1.083344304312139e-17,6.205879339379073e-19,True
10036.461,1.0187203309951456e-17,6.969602292362317e-19,True
10036.549,1.0417972749180272e-17,7.129999241931823e-19,True
10036.976999999999,1.2900743873325487e-17,7.372191129550973e-19,True
10060.483,1.0956948748207207e-17,6.05507785142609e-19,True
10060.91,1.077725021025344e-17,7.091159372797394e-19,True
10061.0,1.1231108494728107e-17,7.281844762641115e-19,True
10061.429,1.309287689388827e-17,7.316577565196215e-19,True
10084.931,1.1061859042480216e-17,6.147738365257735e-19,True
10085.359,1.2317665702022694e-17,7.2853920069780005e-19,True
10085.451,1.2367616119992309e-17,7.58282980055224e-19,True
10085.882,1.2017512612569285e-17,7.230180013998055e-19,True
10109.378,1.0263763982691863e-17,5.984447549412771e-19,True
10109.809000000001,1.1347275609553747e-17,7.2682729109293575e-19,True
10109.901,1.1645539093701522e-17,7.521777170489809e-19,True
10110.335,1.1965216657509264e-17,7.146328669305707e-19,True
10133.825,1.0381906002565607e-17,5.918045687750885e-19,True
10134.258,1.1530712543664857e-17,7.229570566676918e-19,True
10134.353000000001,1.1764361914968272e-17,7.481575128927562e-19,True
10134.788,1.1222188694103633e-17,6.977941800913397e-19,True
10158.271999999999,1.1769941044344025e-17,6.021569181436316e-19,True
10158.707,1.186013061410474e-17,7.306566642684051e-19,True
10158.803,1.15260507200714e-17,7.522263814231166e-19,True
10159.241,1.1600890175485355e-17,6.989038675347392e-19,True
10182.72,1.1166194403139162e-17,5.862529948513066e-19,True
10182.879,1.1779219609536822e-17,7.48824645289949e-19,True
10183.254,1.1514324343489137e-17,7.631886669689795e-19,True
10183.694,1.1764318622992804e-17,6.886469134034457e-19,True
10207.167,1.08816156519079e-17,5.709857858742186e-19,True
10207.704,1.1414902901546459e-17,7.610049308909301e-19,True
10208.138,1.1720264686034179e-17,7.467841682206354e-19,True
10208.146999999999,1.1266052403183132e-17,6.736395539040104e-19,True
10231.614,1.1962126178196742e-17,5.771837001781459e-19,True
10232.055,1.0765714387362614e-17,7.274142759315476e-19,True
10232.155,1.0805519171260279e-17,7.50317165607072e-19,True
10232.601,1.069617402614894e-17,6.7299445094851325e-19,True
10256.062,1.2713471653115247e-17,5.78695496258667e-19,False
10256.504,1.093625400870048e-17,7.365352678870009e-19,True
10256.605,1.0415439860232823e-17,7.425643723775798e-19,True
10257.054,1.0591677058117542e-17,6.573754437500537e-19,True
10279.526,8.862274883338149e-18,5.164069120061259e-19,False
10280.953000000001,1.1265491141674829e-17,7.438646946928028e-19,True
10281.056999999999,1.1262120943467542e-17,7.675039610435231e-19,True
10281.507,1.0077731226361474e-17,6.454038551059146e-19,True
10305.402,1.0832231313609582e-17,7.3399291070401195e-19,True
10305.433,1.0871194468786187e-17,7.517956582608737e-19,True
10305.858,9.564603140318852e-18,5.434665068148869e-19,True
10305.96,1.2645188433971624e-17,6.630300029477569e-19,True
10329.785,1.1074029684955276e-17,5.502255775634734e-19,True
10329.851999999999,1.1261560192834535e-17,7.515316013012123e-19,True
10329.982,1.0905177508860543e-17,7.864597203563164e-19,True
10330.41,1.147092690717282e-17,6.491891727369314e-19,True
10353.841999999999,1.1233351335331796e-17,5.541216738876688e-19,True
10354.3,1.0561036422665946e-17,7.737550952660079e-19,True
10354.405,1.0521428244861472e-17,7.39586573766211e-19,True
10354.858,1.047307830495496e-17,6.323469156213739e-19,True
10378.289,9.653349979898269e-18,5.360080359824613e-19,True
10378.374,1.0080173034856462e-17,7.970648803138798e-19,True
10378.856,1.0877252124672571e-17,7.250269225327362e-19,True
10379.312,1.0618757258060011e-17,6.368189303718429e-19,True
10402.735999999999,9.178171018660403e-18,5.302273527411665e-19,True
10403.306999999999,1.1885491988213415e-17,7.349608132851338e-19,True
10403.765,1.2067653163655574e-17,6.527781555974096e-19,True
10404.0625,9.919480791183912e-18,7.640919916247274e-19,True
10427.184000000001,1.0111841037765467e-17,5.415542743236328e-19,True
10427.645,9.559126291905424e-18,7.113383037329359e-19,True
10427.758,1.1686060764322269e-17,7.304090656853184e-19,True
10428.218,9.90890907972496e-18,6.256217684425536e-19,True
10451.631,1.146204439474429e-17,5.824860196994334e-19,True
10452.094000000001,1.0593403350642158e-17,7.169431727918498e-19,True
10452.208,1.0899385450561313e-17,7.039724045387367e-19,True
10452.671,7.567208046243729e-18,6.3328939010009245e-19,False
10475.056,7.450436354547031e-18,5.1141438385410705e-19,False
10476.543,9.890177062387211e-18,7.124788152761456e-19,True
10476.659,9.689279148669591e-18,6.773386588271813e-19,True
10477.124,1.0362930755092662e-17,6.351277051458259e-19,True
10500.475,9.555677857802712e-18,7.37251214471082e-19,True
10500.65,9.552021717547462e-18,6.774629854718703e-19,True
10501.576000000001,1.0131966063303506e-17,6.301937311187254e-19,True
10501.686000000003,8.689680455405928e-18,5.44305349334449e-19,True
10524.973,9.817395961274436e-18,5.503717516387719e-19,True
10525.803999999998,9.708116767746676e-18,6.915687483269789e-19,True
10526.028999999999,1.1267986715063329e-17,6.447649661734358e-19,True
10526.388,8.878476836212261e-18,6.929560857755205e-19,True
10549.42,8.698591015206609e-18,5.465194747766206e-19,True
10549.891000000001,1.0086639456069452e-17,6.884978215239606e-19,True
10550.011,8.242829971491952e-18,6.771132006035981e-19,True
10550.469,1.0694803076575572e-17,6.53421557019751e-19,True
10573.866000000002,8.194494713028411e-18,5.3912326929508e-19,True
10574.238000000001,8.816117307706571e-18,6.571541999637472e-19,True
10574.339,1.055605853315859e-17,6.7572354693902035e-19,True
10574.462,9.966352623029763e-18,6.592720045898111e-19,True
10596.095,6.059959817217941e-18,4.667055471286031e-19,False
10598.788999999999,9.341813103656644e-18,6.455200973361764e-19,True
10598.912,9.635269764270963e-18,6.545944210933597e-19,True
10599.917,9.314651855852572e-18,6.409464114125022e-19,True
10622.903,8.942548349725363e-18,6.301329567238293e-19,True
10623.238000000001,8.456512997296213e-18,6.283834060633871e-19,True
10623.841999999999,9.809159315862783e-18,6.508103452198027e-19,True
10624.868,6.7538976290152224e-18,5.31083863618499e-19,False
10647.208,8.377543419777426e-18,5.25884877976192e-19,True
10647.6875,7.963586500701982e-18,6.219594283142447e-19,True
10648.098,9.178151802381439e-18,6.367130502156714e-19,True
10648.295,9.270488009306893e-18,6.402969899244594e-19,True
10671.655,9.698596600122182e-18,5.410637914659149e-19,True
10672.12,7.483101095474957e-18,6.01087630642829e-19,True
10672.136999999999,7.85481014553084e-18,5.939354577433484e-19,True
10672.748,7.926479775379116e-18,6.372948681212327e-19,True
10696.103000000001,9.856661655705987e-18,5.341594105233832e-19,False
10696.586000000001,7.355536973373386e-18,5.81865982747714e-19,True
10696.798,7.731501848389947e-18,6.012855041549518e-19,True
10697.201000000001,6.6368370405947695e-18,6.44633738577235e-19,True
10720.55,8.181791308639243e-18,5.313696531595439e-19,True
10721.035,8.31557224210448e-18,5.92670085554957e-19,True
10721.167,7.138404012441383e-18,5.795885004245403e-19,True
10721.653,6.2810376771831245e-18,6.436949462600122e-19,True
10744.997,7.82247276518161e-18,5.207466445093444e-19,True
10745.483999999999,9.237564635558576e-18,5.800558504228246e-19,True
10745.617,7.492586938964419e-18,5.7419866876112685e-19,True
10746.106000000002,5.570571448248271e-18,6.520256261917532e-19,True
10769.444,8.46157537886287e-18,5.331491440163447e-19,True
10769.934,8.564838538784587e-18,5.641281247780184e-19,True
10770.068000000001,6.4389970316244184e-18,5.639084634059177e-19,True
10770.56,6.6874428324451635e-18,6.55613714064575e-19,True
10793.892,7.967783379646915e-18,5.317040722663104e-19,True
10794.383,9.193218763444758e-18,5.662569673605578e-19,True
10794.518999999998,6.304484375191142e-18,5.634783166756902e-19,True
10795.013,7.547449024006706e-18,6.6085387882428295e-19,True
