LAMBDA,FLUX,FERROR,MASKGOOD
9841.1875,8.429657969426951e-18,1.6601303632770236e-18,True
9864.889000000001,7.113330966215404e-18,1.183736417596779e-18,True
9865.257,1.2528322527342711e-17,1.954377873510505e-18,True
9865.298,9.189733905238773e-18,1.2859876593058376e-18,True
9866.037,7.268740583281397e-18,1.5486259226701918e-18,True
9889.035,8.767642751747455e-18,1.1947820664672458e-18,True
9889.748,9.038370560283533e-18,1.30794449137766e-18,True
9890.08,9.202029580256335e-18,1.853681390444282e-18,True
9890.24,9.727803743870419e-18,1.5301636400413058e-18,True
9914.046,8.351571211366269e-18,1.194538134039854e-18,True
9914.197,9.675181251839999e-18,1.345375207576248e-18,True
9914.278,9.424621936615173e-18,1.868996810925493e-18,True
9914.693000000001,1.0573087449177442e-17,1.5504653782201218e-18,True
9938.23,8.017916974599735e-18,1.1510323050308229e-18,True
9938.548,6.901430397079917e-18,2.0553867388308244e-18,True
9938.646,1.1811979913587165e-17,1.3874640884216742e-18,True
9939.146,1.1276967310687555e-17,1.5341512056816455e-18,True
9962.678,1.0120052834754828e-17,1.1514059578734349e-18,True
9963.096,1.1816420725330428e-17,1.405414322343235e-18,True
9963.6,1.1366166091080669e-17,1.5118007432007211e-18,True
9963.626,5.958769471460753e-18,1.9029135389049794e-18,True
9987.125,1.0401389658352119e-17,1.1362578145227331e-18,True
9987.545,1.1062478076449316e-17,1.3730712448254515e-18,True
9987.631,1.1774429455003457e-17,1.897994336507216e-18,True
9988.053,7.450512009102915e-18,1.4595866900566662e-18,True
10011.554,1.0908372841107736e-17,1.120241668365337e-18,True
10011.994,1.1993742618835392e-17,1.3615463326340663e-18,True
10012.082,1.1425594444030222e-17,1.888760878802917e-18,True
10012.506,9.46145515189951e-18,1.4500525791437853e-18,True
10036.038,1.0329907243580295e-17,1.1151665672606809e-18,True
10036.444,1.0528176285068676e-17,1.352001683240228e-18,True
10036.532,9.516656159296767e-18,1.8364692331050382e-18,True
10036.959,1.2310479161109474e-17,1.4607997327303446e-18,True
10060.466999999999,8.88804976267423e-18,1.101297688426747e-18,True
10060.894,8.240101462511747e-18,1.3560012551244147e-18,True
10060.983,1.01841698722574e-17,1.913767327258864e-18,True
10061.411,1.1106846624048127e-17,1.4131312558440258e-18,True
10084.914,1.0651659977770414e-17,1.1037564760318358e-18,True
10085.343,1.0707310787808554e-17,1.4081368778166469e-18,True
10085.435,1.0581890101533396e-17,1.918909110108933e-18,True
10085.864,1.1513463413087642e-17,1.4342276668233281e-18,True
10109.362,1.3372787192862704e-17,1.1205380745091656e-18,True
10109.792,1.35115864231317e-17,1.4313741123959328e-18,True
10109.885,1.2714711887143504e-17,2.0145932268858338e-18,True
10110.318000000001,1.2602737039647912e-17,1.4586439038647615e-18,True
10133.81,1.1967369580858168e-17,1.1138786631717415e-18,True
10134.241,1.2976054256298146e-17,1.4383631921058547e-18,True
10134.336,1.328456774442926e-17,1.973298931905728e-18,True
10134.7705,1.0463970400874767e-17,1.4181426351190237e-18,True
10158.257,1.0870154620205299e-17,1.095243785170422e-18,True
10158.69,1.3170086732753945e-17,1.4548109859407826e-18,True
10158.786,8.59929920274811e-18,1.931277522815868e-18,True
10159.224,8.429710870386836e-18,1.3373327211088878e-18,True
10182.704,1.2210205651885004e-17,1.0888657422652604e-18,True
10183.141,1.2591332385028155e-17,1.4353538028622581e-18,True
10183.237,1.3316604503826267e-17,2.0165272590139902e-18,True
10183.677,1.2234375871106565e-17,1.4196322540912458e-18,True
10207.124,1.162872671563175e-17,1.435229444969491e-18,True
10207.15,1.2417931119535784e-17,1.086944681544885e-18,True
10207.6875,1.3592126274159369e-17,2.098623625918974e-18,True
10208.13,1.1096324266002017e-17,1.3636400295078359e-18,True
10231.589,1.1146103298900806e-17,1.053826989819826e-18,True
10232.138,9.659402514737076e-18,1.922116187251694e-18,True
10232.424,1.2711040385604276e-17,1.4915051598830715e-18,True
10232.581,1.1385347817730654e-17,1.3326110794722426e-18,True
10256.036,1.0513670856919773e-17,1.0324955573259172e-18,True
10256.483,1.3215043389781034e-17,1.4380944853205222e-18,True
10256.588,1.3426376905548454e-17,1.9203475452739006e-18,True
10257.032,1.1841191348841567e-17,1.3580196232932086e-18,True
10280.483,9.91324931234318e-18,1.011509084825279e-18,True
10280.933,1.269869043134226e-17,1.3953581800803778e-18,True
10281.038,7.878421213307957e-18,1.7888343469915063e-18,True
10281.485999999999,1.0447434990239609e-17,1.2909979576345526e-18,True
10303.589,9.951587666933476e-18,9.937085878957214e-19,True
10305.382,1.045369184315424e-17,1.3416105932736259e-18,True
10305.489,1.0985564763979582e-17,1.7944559647274157e-18,True
10305.938,1.0495204399341664e-17,1.279820493774967e-18,True
10329.831,1.0562390524264402e-17,1.312515054517125e-18,True
10329.94,1.3436405969484815e-17,1.7810285128096346e-18,True
10330.27,8.424044597612017e-18,9.64117973707458e-19,True
10330.392,1.1996887604896787e-17,1.276797554021324e-18,True
10354.181999999999,9.834572500143556e-18,1.0285243890751386e-18,True
10354.28,1.1294758015904075e-17,1.301374863910633e-18,True
10354.386999999999,9.906293898218387e-18,1.7669556904041324e-18,True
10354.845,8.604687309329618e-18,1.2450229795243123e-18,True
10378.271999999999,8.447319336660906e-18,9.968553943077064e-19,True
10378.7295,1.145153192912188e-17,1.3007364904111178e-18,True
10378.856,8.841063251037252e-18,1.6511337963782188e-18,True
10379.298,1.1126481049894813e-17,1.296969694597453e-18,True
10402.23,1.1296935176484974e-17,1.3212254720232115e-18,True
10402.72,7.784149366950296e-18,9.862885072533612e-19,True
10403.293,1.0124680613812332e-17,1.6663558823059059e-18,True
10403.751,7.600382504240824e-18,1.2636614967195612e-18,True
10427.168,8.250455850513967e-18,1.0029381480362077e-18,True
10427.743,1.097343662668379e-17,1.6547580654521943e-18,True
10428.204,9.26502129848504e-18,1.3020367261690618e-18,True
10428.464,7.649240216135852e-18,1.3124409911455127e-18,True
10451.615,7.394624247898082e-18,1.0075129389162526e-18,True
10452.078000000001,7.269350747454296e-18,1.2700426661587669e-18,True
10452.194,9.58985986150097e-18,1.6211869637880596e-18,True
10452.657,9.085982424036572e-18,1.2544485018460106e-18,True
10476.0625,6.376562965642215e-18,1.014184791000468e-18,True
10476.527,9.09684023167239e-18,1.224349938256345e-18,True
10476.645,1.0956391471683063e-17,1.5871137205604225e-18,True
10477.11,6.774973100248083e-18,1.3251590753983455e-18,True
10499.1455,3.3923555102207684e-18,9.863771972208842e-19,False
10500.976999999999,6.7514938409586485e-18,1.1846467890193683e-18,True
10501.096000000001,1.0023406214288951e-17,1.5742898568659248e-18,True
10501.563,6.1851112071434325e-18,1.2672793207311143e-18,True
10524.363000000001,5.852867063486521e-18,1.1824872494328326e-18,True
10525.546999999999,6.940362622218104e-18,1.5387678987240869e-18,True
10526.017,7.806670338920247e-18,1.2861184409222277e-18,True
10526.239,2.1662780844303457e-18,9.872439419009807e-19,False
10549.403999999999,4.290963303646023e-18,1.0473352752951218e-18,True
10549.942,7.938876382694826e-18,1.6107479280200883e-18,True
10550.47,9.367885571087003e-18,1.2988685504804649e-18,True
10550.848,5.420846671957151e-18,1.188676991210922e-18,True
10573.851999999999,5.701943864873312e-18,1.0456216812158743e-18,True
10574.325,4.931088574952738e-18,1.1397260991716865e-18,True
10574.579,3.1203537391379718e-18,1.5260613875125399e-18,True
10574.923,8.713930212560086e-18,1.3215340238006511e-18,True
10598.298999999999,4.407651652848616e-18,1.051299000822192e-18,True
10598.774,5.712795318470101e-18,1.1150538491970378e-18,True
10598.899,7.226930091286692e-18,1.4995999902229674e-18,True
10599.363000000001,4.5444193073738225e-18,1.3672240811364208e-18,True
10620.195,3.1428086782037467e-18,9.983340106403405e-19,True
10623.223999999998,5.8413910999636274e-18,1.0913612185536286e-18,True
10623.351,6.6335475882517485e-18,1.454430784245719e-18,True
10623.616000000002,7.370531108214198e-18,1.4255442424387503e-18,True
10647.673,4.9410569863415845e-18,1.0675796068153263e-18,True
10647.801000000001,7.819750180752755e-18,1.4602538990345218e-18,True
10648.673,5.5928754715175316e-18,1.3178479426882144e-18,True
10649.726,1.2823346681063959e-18,9.700435582288456e-19,False
10671.641000000001,1.538105563184264e-18,1.0306511767047654e-18,False
10672.123,3.759701671706967e-18,1.0471057080918207e-18,True
10672.187,9.426894301361011e-18,1.497754310391377e-18,False
10672.733999999999,2.8803615405262168e-18,1.3048502632171202e-18,True
10696.088,3.664363187120476e-18,1.0177552916671931e-18,True
10696.572,3.893977226693103e-18,1.0162296099721304e-18,True
10696.83,4.897810282345696e-18,1.3824562394724742e-18,True
10697.1875,5.42138064010611e-18,1.3341302218663809e-18,True
10720.535,3.022608468824846e-18,1.01531479585032e-18,True
10721.021,3.826004995596053e-18,9.988568345043011e-19,True
10721.078000000001,3.707260871212348e-18,1.347989501192269e-18,True
10721.641000000001,3.523039141451311e-18,1.3700885698404392e-18,True
10744.982,2.8640452406040967e-18,1.0329525090524388e-18,True
